ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income
CPS,2018,17894718,3629293000,74906000,107766000
CPSI,2010,10962874,153247244,29770648,18737853
CPSI,2011,11033804,173476344,41962503,25833390
CPSI,2012,10976982,183309403,41997954,29973472
CPSI,2013,10997890,200863332,50710619,32743238
CPSI,2014,11026000,204742000,49739000,32920000
CPSI,2015,11083000,182174000,25491000,18343000
CPSI,2016,13255000,267272000,7986000,3933000
CPSI,2017,13419000,276927000,-13483000,-17416000
CPSI,2018,13561000,280411000,18108000,17632000
CPST,2002,997895,19529000,-74353000,-74355000
CPST,2003,997895,2782000,-7633000,-7635000
CPST,2004,997895,16968000,-39447000,-39449000
CPST,2005,997895,24103000,-47071000,-47073000
CPST,2006,997895,21018000,-36726000,-36728000
CPST,2007,997895,31305000,-36111000,-36113000
CPST,2008,997895,43949000,-41635000,-41717000
CPST,2009,997895,61554000,-67300000,-67241000
CPST,2010,1229705,81890000,-38230000,-38470000
CPST,2011,1334725,109371000,-18578000,-18764000
CPST,2012,1510840,127557000,-21869000,-22563000
CPST,2013,1535300,133105000,-16036000,-16256000
CPST,2014,1640100,115461000,-31416000,-31533000
CPST,2015,1816200,85211000,-25171000,-25191000
CPST,2016,3207400,77169000,-25225000,-25244000
CPST,2017,5133900,82837000,-10008000,-10026000
CPST,2018,6699400,83412000,-16651000,-16659000
CPT,2009,62359000,613482000,-67637000,-43800000
CPT,2010,68608000,584828000,9107000,30321000
CPT,2011,72756000,614023000,19729000,56835000
CPT,2012,83772000,709953000,162634000,289441000
CPT,2013,87204000,801758000,157442000,342269000
CPT,2014,88084000,800937000,285020000,292089000
CPT,2015,89120000,843214000,240384000,249315000
CPT,2016,89580000,885513000,457001000,819823000
CPT,2017,91499000,912083000,202084000,196422000
CPT,2018,95208000,963837000,162118000,156128000
CPXX,2012,12361163,1442692,-12272286,-10908727
CPXX,2013,22000476,561086,-22256457,-20844155
CPXX,2014,27422460,1542986,-18839639,-16902883
CPXX,2015,33949956,1442986,-19999554,-19315348
CQH,2014,231700000,,18141000,18141000
CQH,2015,231700000,,18173000,18173000
CQH,2016,231700000,,17798000,17798000
CQH,2017,231700000,,118461000,118461000
CQP,2010,26416000,399282000,107568000,107568000
CQP,2011,27910000,283888000,-53560000,-31019000
CQP,2012,33470000,264498000,-175431000,-150136000
CQP,2013,54235000,268191000,-258117000,-239967000
CQP,2014,57079000,268698000,-410036000,-410036000
CQP,2015,57100000,270000000,-319000000,-319000000
CQP,2016,57100000,1100000000,-171000000,-171000000
CQP,2017,178500000,4304000000,490000000,490000000
CQP,2018,348600000,6426000000,1274000000,1274000000
CR,2009,58473000,2196343000,184926000,133856000
CR,2010,58601000,2179319000,209067000,154170000
CR,2011,58120000,2500369000,14761000,26315000
CR,2012,57443000,2579068000,284605000,216993000
CR,2013,57900000,2595300000,326000000,219500000
CR,2014,58700000,2925000000,281200000,192700000
CR,2015,58100000,2740500000,336500000,228900000
CR,2016,58500000,2748000000,164100000,122800000
CR,2017,59400000,2786000000,367500000,171800000
CR,2018,59600000,3345500000,411400000,335600000
CRAY,2010,34313000,319388000,16940000,15062000
CRAY,2011,900000,236046000,135000,14329000
CRAY,2012,36509000,421058000,168732000,161241000
CRAY,2013,37832000,525749000,21029000,32223000
CRAY,2014,38634000,561606000,9697000,62323000
CRAY,2015,39257000,724689000,42777000,27537000
CRAY,2016,39833000,629809000,9921000,10615000
CRAY,2017,40139000,392509000,-52890000,-133829000
CRAY,2018,40666000,455948000,-70310000,-71681000
CRC,2013,38180000,4284000000,1447000000,869000000
CRC,2014,38200000,4173000000,-2421000000,-1434000000
CRC,2015,38300000,2403000000,-5476000000,-3554000000
CRC,2016,40400000,1547000000,201000000,279000000
CRC,2017,42500000,2006000000,-262000000,-266000000
CRC,2018,47400000,3064000000,429000000,328000000
CREE,2010,102371000,867287000,205472000,152290000
CREE,2011,108522000,987615000,178227000,146500000
CREE,2012,114693000,1164658000,47647000,44412000
CREE,2013,116621000,1385982000,107557000,86925000
CREE,2014,120623000,1647641000,146531000,123490000
CREE,2015,113022000,1632505000,-83939000,-64692000
CREE,2016,101783000,1616627000,-23506000,-21536000
CREE,2017,98487000,1473000000,-4664000,-98118000
CREE,2018,99530000,1493680000,-317445000,-279968000
CREE,2019,103576000,1080000000,-45200000,-375100000
CRIS,2010,14991832,15999565,-4435310,-4435310
CRIS,2011,15270371,14762580,-9858895,-9858895
CRIS,2012,15811831,16971991,-16416907,-16416907
CRIS,2013,16467899,15002032,-12322012,-12322012
CRIS,2014,17194907,9843000,-18729000,-18729000
CRIS,2015,24673039,7878000,-58981000,-58981000
CRIS,2016,26557137,7527000,-60409000,-60409000
CRIS,2017,29826693,9898000,-53317000,-53317000
CRIS,2018,33118393,10428000,-32575000,-32575000
CRL,2009,65366319,1171642000,151557000,114441000
CRL,2010,62561294,1133416000,-334082000,-336669000
CRL,2011,50823063,1142647000,132662000,109566000
CRL,2012,47912135,1129530000,129746000,98437000
CRL,2013,47740000,1165528000,138327000,102828000
CRL,2014,46627000,1297662000,177595000,126698000
CRL,2015,46496000,1363302000,195428000,149313000
CRL,2016,47014000,1681432000,222921000,154765000
CRL,2017,47481000,1857601000,296955000,123355000
CRL,2018,47947000,2266096000,281681000,226373000
CRM,2008,484732000,1076769000,85592000,43428000
CRM,2009,497848000,1305583000,142381000,80719000
CRM,2010,520888000,1657139000,104298000,64474000
CRM,2011,541208000,2266539000,-33317000,-11572000
CRM,2012,564896000,3050195000,-127794000,-270445000
CRM,2013,597613000,4071003000,-357935000,-232175000
CRM,2014,624148000,5373586000,-213085000,-262688000
CRM,2015,661647000,6667216000,64279000,-47426000
CRM,2016,687797000,8391984000,25383000,179632000
CRM,2017,714919000,10480012000,202108000,127478000
CRM,2018,751000000,13282000000,983000000,1110000000
CROX,2010,87595618,789695000,80792000,67726000
CROX,2011,89981382,1000903000,136690000,112788000
CROX,2012,90588000,1123301000,145548000,131343000
CROX,2013,89089000,1192680000,59959000,10420000
CROX,2014,85140000,1198223000,-8549000,-4926000
CROX,2015,75604000,1090630000,-74744000,-83196000
CROX,2016,73371000,1036273000,-7213000,-16494000
CROX,2017,72255000,1023513000,18180000,10238000
CROX,2018,68421000,1088205000,65157000,50437000
CRR,2009,23097105,341872000,79794000,52810000
CRR,2010,22969360,473082000,119349000,78716000
CRR,2011,23011087,625705000,197450000,130136000
CRR,2012,22968696,645536000,158590000,105933000
CRR,2013,22957013,667398000,125201000,84886000
CRR,2014,22946395,648325000,92871000,55588000
CRR,2015,22999318,279574000,-163749000,-109544000
CRR,2016,24377839,103051000,-131208000,-80127000
CRR,2017,26664247,188756000,-255143000,-253116000
CRR,2018,27015994,210745000,-74541000,-75433000
CRS,2010,43900000,1198600000,4700000,2100000
CRS,2011,44100000,1675100000,87800000,71000000
CRS,2012,47100000,2028700000,188600000,121200000
CRS,2013,52900000,2271700000,216800000,146100000
CRS,2014,53300000,2173000000,196400000,132800000
CRS,2015,52600000,2226700000,89100000,58700000
CRS,2016,48100000,1813400000,21500000,11300000
CRS,2017,47000000,1797600000,70200000,47000000
CRS,2018,47200000,2157700000,160200000,188500000
CRS,2019,47700000,2380200000,216000000,167000000
CRSP,2015,5037404,247000,-25821000,-25503000
CRSP,2016,12257483,5164000,-22718000,-23177000
CRSP,2017,40057365,40997000,-66608000,-68357000
CRSP,2018,47964368,3124000,-164428000,-164981000
CRTO,2015,61835499,1323169000,71793000,59553000
CRTO,2016,63337792,1799146000,120458000,82272000
CRTO,2017,65143036,2296692000,128310000,91214000
CRTO,2018,66456890,2300314000,142023000,88644000
CRUS,2010,67857000,369571000,84214000,203503000
CRUS,2011,64934000,426843000,79983000,87983000
CRUS,2012,64580000,809786000,201190000,136598000
CRUS,2013,62926000,714338000,155737000,108111000
CRUS,2014,62503000,916568000,91549000,55178000
CRUS,2015,63197000,1169251000,175989000,123630000
CRUS,2016,63329000,1538940000,315047000,261209000
CRUS,2017,63407000,1532186000,265099000,161995000
CRUS,2018,60116000,1185524000,93744000,89991000
CRVS,2015,373643,,-31335000,-31335000
CRVS,2016,15422041,,-36375000,-36375000
CRVS,2017,20488506,,-55663000,-55663000
CRVS,2018,27509960,,-46939000,-46939000
CRWS,2010,9497000,89971000,7175000,4306000
CRWS,2011,9645000,85306000,7919000,5039000
CRWS,2012,9786000,78416000,8018000,5111000
CRWS,2013,9848000,81294000,9346000,5771000
CRWS,2014,10047000,85978000,9160000,5718000
CRWS,2015,10017000,84342000,10744000,6829000
CRWS,2016,10013000,65978000,8796000,5572000
CRWS,2017,10072000,70270000,5421000,3021000
CRWS,2018,10092000,76381000,6791000,5019000
CRWS,2019,10149000,73396000,7768000,6561000
CRY,2010,27987000,116645000,7277000,3944000
CRY,2011,27441000,119626000,11466000,7371000
CRY,2012,26967000,131718000,12052000,7946000
CRY,2013,26885000,140763000,23292000,16172000
CRY,2014,27379000,144641000,8703000,7322000
CRY,2015,27744000,145898000,5868000,4005000
CRY,2016,31855000,180380000,18412000,10778000
CRY,2017,33008000,189702000,3561000,3704000
CRY,2018,36412000,262841000,-6391000,-2840000
CRZO,2010,33861000,138123000,18410000,9950000
CRZO,2011,39077000,202167000,58145000,36629000
CRZO,2012,39591000,368180000,82133000,55487000
CRZO,2013,40781000,520182000,34761000,43683000
CRZO,2014,45372000,710187000,350210000,226343000
CRZO,2015,51457000,429203000,-1298760000,-1155154000
CRZO,2016,59932000,443594000,-675474000,-675474000
CRZO,2017,73421000,745888000,91140000,87110000
CRZO,2018,85509000,1065942000,409600000,404427000
CSBR,2011,3866786,6882000,-3791000,-3802000
CSBR,2012,3899690,7149000,-8663000,-8661000
CSBR,2013,4335496,8323000,-6320000,-6330000
CSBR,2014,5569764,11550000,-7389000,-7406000
CSBR,2015,5985346,8863000,-13013000,-13140000
CSBR,2016,8695199,11182000,-10354000,-10446000
CSBR,2017,10684395,15411000,-6865000,-6884000
CSBR,2018,10991105,20241000,-1443000,-1476000
CSBR,2019,11340184,27067000,231000,128000
CSC,2009,152000000,15921000000,1022000000,817000000
CSC,2010,154488000,15582000000,878000000,740000000
CSC,2011,155012000,14673000000,-992000000,-616000000
CSC,2012,155039000,14195000000,235000000,760000000
CSC,2013,154590000,14195000000,235000000,760000000
CSC,2014,142560000,8117000000,-671000000,2000000
CSC,2015,138280000,7106000000,10000000,251000000
CSC,2016,140390000,7607000000,-174000000,-123000000
CSCO,2009,5828000000,36117000000,7693000000,6134000000
CSCO,2010,5732000000,40040000000,9415000000,7767000000
CSCO,2011,5529000000,43218000000,7825000000,6490000000
CSCO,2012,5370000000,46061000000,10159000000,8041000000
CSCO,2013,5329000000,48607000000,11227000000,9983000000
CSCO,2014,5234000000,47142000000,9715000000,7853000000
CSCO,2015,5104000000,49161000000,11201000000,8981000000
CSCO,2016,5053000000,49247000000,12920000000,10739000000
CSCO,2017,5010000000,48005000000,12287000000,9609000000
CSCO,2018,4837000000,49330000000,13039000000,110000000
CSCO,2019,4419000000,51904000000,14571000000,11621000000
CSGP,2010,20330000,226260000,23510000,13289000
CSGP,2011,23131000,251738000,22569000,14656000
CSGP,2012,26533000,349936000,23134000,9915000
CSGP,2013,27670000,440943000,47537000,29734000
CSGP,2014,30215000,575936000,70913000,44869000
CSGP,2015,31950000,711764000,2581000,-3465000
CSGP,2016,32167000,837630000,136662000,85071000
CSGP,2017,33200000,965230000,165058000,122695000
CSGP,2018,36058000,1191832000,284015000,238334000
CSGS,2010,32537000,549379000,33673000,22429000
CSGS,2011,32624000,734731000,75972000,42282000
CSGS,2012,32159000,756866000,77224000,48879000
CSGS,2013,32117000,747468000,61519000,45268000
CSGS,2014,32449000,751286000,61522000,35711000
CSGS,2015,31051000,752520000,96341000,62567000
CSGS,2016,30968000,760958000,99999000,62882000
CSGS,2017,32415000,789582000,87710000,61364000
CSGS,2018,32488000,875059000,86987000,66130000
CSII,2011,15915800,78780000,-11125000,-11125000
CSII,2012,18035635,82490000,-16790000,-16790000
CSII,2013,21685932,103897000,-24037000,-24037000
CSII,2014,28295758,136612000,-35290000,-35290000
CSII,2015,31547711,181544000,-32708000,-32822000
CSII,2016,32537621,178184000,-55932000,-56024000
CSII,2017,32373709,204906000,-1706000,-1792000
CSII,2018,33145140,217043000,1844000,1712000
CSII,2019,33535759,248017000,-65000,-255000
CSL,2009,60601000,2258100000,202900000,144600000
CSL,2010,60901000,2527700000,187800000,145600000
CSL,2011,61457000,2492400000,245000000,180300000
CSL,2012,62513000,2851200000,346400000,270200000
CSL,2013,63471000,2943000000,333000000,209700000
CSL,2014,64170000,3204000000,376100000,251300000
CSL,2015,64844000,3543200000,467900000,319700000
CSL,2016,64226000,3675400000,410500000,250100000
CSL,2017,63073000,4089900000,468200000,365500000
CSL,2018,60393000,4479500000,445900000,611100000
CSLT,2013,9895000,12973000,-62182000,-62182000
CSLT,2014,74381000,45605000,-85940000,-85940000
CSLT,2015,93753000,75315000,-79920000,-79920000
CSLT,2016,100798000,101700000,-58548000,-58548000
CSLT,2017,125534000,131429000,-60777000,-55571000
CSLT,2018,137686000,156404000,-39706000,-39706000
CSOD,2010,9206000,43731000,-48233000,-48370000
CSOD,2011,39824000,73022000,-63719000,-63900000
CSOD,2012,49929000,117914000,-32179000,-31390000
CSOD,2013,51427000,185129000,-40554000,-40426000
CSOD,2014,53267000,263568000,-64044000,-64899000
CSOD,2015,54171000,339651000,-84335000,-85516000
CSOD,2016,55595000,423124000,-65630000,-66837000
CSOD,2017,57262000,481985000,-59589000,-61335000
CSOD,2018,58159000,537891000,-31247000,-33842000
CSRA,2015,139128158,4250000000,149000000,87000000
CSRA,2016,162192759,4993000000,495000000,304000000
CSS,2010,9703000,383660000,26841000,5611000
CSS,2011,9728000,384663000,25245000,15670000
CSS,2012,9562000,364193000,22637000,15227000
CSS,2013,9389000,320459000,27700000,18769000
CSS,2014,9326000,313044000,26641000,16954000
CSS,2015,9147000,317017000,26641000,17236000
CSS,2016,9074000,322431000,29687000,28504000
CSS,2017,9108000,361896000,-46059000,-36520000
CSS,2018,8964000,382263000,-45441000,-53545000
CST,2012,75397000,13135000000,313000000,208000000
CST,2013,75397000,12777000000,215000000,139000000
CST,2014,75909000,12754000000,289000000,200000000
CST,2015,76155000,11455000000,227000000,149000000
CST,2016,75627000,11106000000,480000000,324000000
CSU,2010,26587000,211929000,7675000,4254000
CSU,2011,26995000,263502000,5524000,3025000
CSU,2012,27349000,310536000,-4150000,-3119000
CSU,2013,27815000,350362000,-10745000,-16504000
CSU,2014,28301000,383925000,-23407000,-24126000
CSU,2015,28688000,412177000,-13384000,-14284000
CSU,2016,28909000,447448000,-27582000,-28017000
CSU,2017,29453000,466997000,-41672000,-44168000
CSU,2018,29812000,460018000,-55367000,-53596000
CSWI,2014,15583000,261834000,44928000,29705000
CSWI,2015,15625000,319831000,44225000,25471000
CSWI,2016,15773000,327084000,21544000,11071000
CSWI,2017,15671000,326222000,48247000,-11882000
CSWI,2018,15414000,350155000,61441000,45574000
CSX,2008,1202220000,11255000000,2332000000,1355000000
CSX,2009,1176000000,9041000000,1746000000,1143000000
CSX,2010,1143000000,10636000000,2546000000,1563000000
CSX,2011,1083000000,11795000000,2940000000,1854000000
CSX,2012,1038000000,11763000000,2971000000,1863000000
CSX,2013,1019000000,12026000000,2922000000,1864000000
CSX,2014,1001000000,12669000000,3044000000,1927000000
CSX,2015,983000000,11811000000,3138000000,1968000000
CSX,2016,947000000,11069000000,2741000000,1714000000
CSX,2017,911000000,11408000000,3142000000,5471000000
CSX,2018,857000000,12250000000,4304000000,3309000000
CTAS,2010,152858000,3547339000,343892000,215620000
CTAS,2011,146586000,3810384000,392669000,246989000
CTAS,2012,129891000,4102000000,470944000,297637000
CTAS,2013,123956000,4245964000,500675000,315442000
CTAS,2014,120377000,4193844000,537127000,374442000
CTAS,2015,115900000,4369677000,640556000,430618000
CTAS,2016,108221000,4795772000,705315000,693520000
CTAS,2017,104964000,5323381000,687404000,480708000
CTAS,2018,106593000,6476632000,841001000,842586000
CTAS,2019,106080000,6892303000,1102399000,884981000
CTL,2009,198813000,4974000000,813000000,647000000
CTL,2010,300619000,7042000000,1531000000,948000000
CTL,2011,532780000,15351000000,948000000,573000000
CTL,2012,620205000,18376000000,1250000000,777000000
CTL,2013,600892000,18095000000,224000000,-239000000
CTL,2014,568435000,18031000000,1110000000,772000000
CTL,2015,554278000,17900000000,1316000000,878000000
CTL,2016,539549000,17470000000,1020000000,626000000
CTL,2017,627808000,17656000000,540000000,1389000000
CTL,2018,1065866000,23443000000,-1563000000,-1733000000
CTMX,2014,989453,5077000,-30300000,-30310000
CTMX,2015,8595247,7712000,-35364000,-35374000
CTMX,2016,36234732,15043000,-58919000,-58900000
CTMX,2017,37166830,71623000,-43612000,-43099000
CTMX,2018,41664382,59502000,-70301000,-84604000
CTS,2014,33618000,404021000,39348000,26522000
CTS,2015,32959000,382310000,12261000,6954000
CTS,2016,32728000,396679000,57245000,34380000
CTS,2017,32892000,422993000,40253000,14448000
CTS,2018,33024000,470483000,58103000,46532000
CTSH,2008,580242000,2816304000,515210000,430845000
CTSH,2009,586608000,3278663000,636951000,534963000
CTSH,2010,601562000,4592389000,878580000,733540000
CTSH,2011,606554000,6121156000,1169149000,883618000
CTSH,2012,602582000,7346472000,1387596000,1051263000
CTSH,2013,604000000,8843200000,1687900000,1228600000
CTSH,2014,608100000,10263000000,1924000000,1439000000
CTSH,2015,609100000,12416000000,2164000000,1624000000
CTSH,2016,607000000,13487000000,2357000000,1553000000
CTSH,2017,593000000,14810000000,2655000000,1504000000
CTSH,2018,582000000,16125000000,2797000000,2101000000
CTXS,2008,183023000,1583354000,196923000,178276000
CTXS,2009,181805000,1614088000,193892000,191017000
CTXS,2010,185959000,1874662000,333820000,277065000
CTXS,2011,187315000,2206392000,430497000,356322000
CTXS,2012,186722000,2586123000,410229000,352547000
CTXS,2013,186672000,2918434000,387890000,339523000
CTXS,2014,169879000,3142856000,275706000,251723000
CTXS,2015,158874000,2646154000,164584000,319361000
CTXS,2016,155134000,2736080000,527770000,536112000
CTXS,2017,150779000,2824686000,550346000,-20719000
CTXS,2018,136030000,2973903000,629455000,575667000
CUB,2009,26731000,1025924000,96161000,63145000
CUB,2010,26735000,1198192000,110105000,72094000
CUB,2011,26736000,1301584000,120473000,86044000
CUB,2012,26736000,1404084000,137963000,97427000
CUB,2013,26736000,1361407000,39771000,25086000
CUB,2014,26787000,1398352000,89411000,69491000
CUB,2015,26872000,1431045000,71911000,22885000
CUB,2016,26976000,1070601000,-26437000,1735000
CUB,2017,27106000,1107709000,-11082000,-11209000
CUB,2018,27229000,1202898000,14886000,12310000
CUB,2019,30495000,1496475000,52346000,49694000
CUBE,2010,93998000,199691000,-15000000,-7393000
CUBE,2011,102976000,211004000,-13400000,-398000
CUBE,2012,124548000,266322000,-13276000,1817000
CUBE,2013,135191000,318395000,10409000,41448000
CUBE,2014,149107000,376963000,26366000,26379000
CUBE,2015,168640000,444521000,78756000,77712000
CUBE,2016,178246000,510039000,88376000,87905000
CUBE,2017,180525000,558943000,135611000,134288000
CUBE,2018,184653000,597944000,165488000,163889000
CUO,2010,1599000,114284000,-570000,-381000
CUO,2011,1617000,107206000,-3032000,-1948000
CUO,2012,1634000,113228000,5125000,3389000
CUO,2013,1639000,121541000,-1385000,-859000
CUO,2014,1649000,131876000,-8943000,-5459000
CUO,2015,1661000,136835000,2194000,1413000
CUO,2016,1669000,151592000,5834000,3686000
CUO,2017,1680000,152810000,2839000,1818000
CUO,2018,1697000,163983000,-8041000,-5856000
CUZ,2010,25360000,154234000,-42674000,-14573000
CUZ,2011,25912750,118125000,-113684000,-128425000
CUZ,2012,26029250,136846000,-11562000,45728000
CUZ,2013,36063750,210741000,44693000,121761000
CUZ,2014,51054000,177561000,1598000,52004000
CUZ,2015,53956750,204369000,86030000,125518000
CUZ,2016,63473750,259211000,50379000,79109000
CUZ,2017,103902500,466185000,172844000,216275000
CUZ,2018,105076250,475212000,68541000,79164000
CVCO,2010,6637270,171827000,4961000,2831000
CVCO,2011,6877437,443066000,32227000,15237000
CVCO,2012,6956706,452300000,16648000,4963000
CVCO,2013,8262688,533339000,27805000,16238000
CVCO,2014,8854359,566659000,37327000,23817000
CVCO,2015,8889731,712352000,44028000,28541000
CVCO,2016,8976064,773797000,55281000,37955000
CVCO,2017,9024437,871235000,78523000,61502000
CVCO,2018,9080878,962746000,86676000,68622000
CVGI,2010,26247000,597779000,4662000,6487000
CVGI,2011,27848000,832022000,21685000,18605000
CVGI,2012,28230000,857916000,23082000,50077000
CVGI,2013,28584000,747718000,-14788000,-12445000
CVGI,2014,28926000,839743000,12762000,7630000
CVGI,2015,29209000,825341000,16819000,7060000
CVGI,2016,29530000,662112000,6834000,6785000
CVGI,2017,29942000,755231000,13645000,-1705000
CVGI,2018,30277000,897737000,53508000,44512000
CVNA,2016,15000000,365148000,-93112000,-93112000
CVNA,2017,15241000,858870000,-165553000,-64078000
CVNA,2018,30043000,1955467000,-256125000,-63134000
CVS,2008,1434000000,87472000000,5537000000,3212000000
CVS,2009,1434000000,98215000000,5900000000,3696000000
CVS,2010,1367000000,95778000000,5601000000,3427000000
CVS,2011,1338000000,1.07E+11,5747000000,3462000000
CVS,2012,1271000000,1.23E+11,6305000000,3864000000
CVS,2013,1217000000,1.27E+11,7528000000,4592000000
CVS,2014,1161000000,1.39E+11,7678000000,4644000000
CVS,2015,1118000000,1.53E+11,8616000000,5237000000
CVS,2016,1073000000,1.78E+11,8637000000,5317000000
CVS,2017,1020000000,1.85E+11,8268000000,6622000000
CVS,2018,1044000000,1.95E+11,1406000000,-594000000
CVSI,2011,6970909,0,-90180,-90180
CVSI,2012,7000000,0,-45611,-45611
CVSI,2013,9879098,2154063,-2300196,-2300196
CVSI,2014,31581101,10190667,-1311951,-1311951
CVSI,2015,35142094,11529402,-12233128,-12233128
CVSI,2016,52660749,11060636,-14141298,-14141298
CVSI,2017,90512563,20679239,-5378639,-4897139
CVSI,2018,91916000,48244000,10094000,10001000
CVX,2008,2038000000,2.65E+11,43057000000,23931000000
CVX,2009,1992000000,1.67E+11,18528000000,10483000000
CVX,2010,1997000000,1.98E+11,32055000000,19024000000
CVX,2011,1986000000,2.44E+11,47634000000,26895000000
CVX,2012,1950000000,2.31E+11,46332000000,26179000000
CVX,2013,1917000000,2.20E+11,35905000000,21423000000
CVX,2014,1884000000,2.00E+11,31202000000,19241000000
CVX,2015,1868000000,1.30E+11,4842000000,4587000000
CVX,2016,1873000000,1.10E+11,-2160000000,-497000000
CVX,2017,1883000000,1.35E+11,9221000000,9195000000
CVX,2018,1898000000,1.59E+11,20575000000,14824000000
CWEN,2016,98000000,1035000000,5000000,57000000
CWEN,2017,99000000,1009000000,41000000,-16000000
CWEN,2018,104000000,1053000000,112000000,48000000
CWH,2015,18766000,3278817000,175649000,174293000
CWH,2016,18766000,3518997000,206966000,191117000
CWH,2017,26622000,4285255000,389956000,28362000
CWH,2018,36985000,4792017000,96371000,10398000
CWRL,2014,4625148,744066,-952452,-999175
CWRL,2015,4655338,406219,-129148,10700
CXO,2009,84912000,510767000,-35901000,-9802000
CXO,2010,92542000,851443000,249039000,204370000
CXO,2011,102581000,1617771000,681334000,548137000
CXO,2012,103190000,1819814000,659271000,431689000
CXO,2013,103744000,2319919000,357159000,251003000
CXO,2014,108844000,2660147000,855960000,538175000
CXO,2015,119926000,1804000000,97000000,66000000
CXO,2016,134755000,1635000000,-2338000000,-1462000000
CXO,2017,147320000,2586000000,881000000,956000000
CXO,2018,170925000,4151000000,2889000000,2286000000
CXW,2009,116109000,1628893000,230883000,154954000
CXW,2010,116109000,1663317000,253128000,157193000
CXW,2011,116109000,1688805000,258496000,162510000
CXW,2012,116109000,1723657000,244479000,156761000
CXW,2013,116109000,1694297000,169597000,300835000
CXW,2014,116109000,1646867000,201965000,195022000
CXW,2015,116949000,1793087000,230215000,221854000
CXW,2016,117384000,1849785000,228172000,219919000
CXW,2017,118084000,1765498000,191951000,178040000
CXW,2018,118544000,1835766000,167560000,159207000
CY,2009,145611000,667786000,-145516000,-150424000
CY,2010,161114000,877532000,94166000,75742000
CY,2011,164495000,995204000,155578000,167839000
CY,2012,149266000,769687000,-21660000,-23444000
CY,2013,148558000,722693000,-55970000,-48242000
CY,2014,159031000,725497000,20413000,17936000
CY,2015,302036000,1607853000,-343455000,-365292000
CY,2016,319522000,1923108000,-663617000,-683234000
CY,2017,333451000,2327771000,2146000,-80915000
CY,2018,359324000,2483840000,96583000,354592000
CYAN,2015,5517000,31840000,-1067000,-4395000
CYAN,2016,5581000,32042000,-1210000,-1215000
CYAN,2017,5709000,34115000,915000,1025000
CYAN,2018,5819000,30202000,-3579000,-3596000
CYCC,2010,22518,112000,-15547000,-16021000
CYCC,2011,29929,,-15168000,-15243000
CYCC,2012,34535,69000,-15107000,-13186000
CYCC,2013,63134,1084000,-11880000,-10153000
CYCC,2014,91444,1734000,-22649000,-19387000
CYCC,2015,135655,1944000,-16486000,-14342000
CYCC,2016,171249,843000,-13774000,-11791000
CYCC,2017,381558,0,-8463000,-7470000
CYCC,2018,604707,150000,-8625000,-7288000
CYIG,2009,35762801,32012404,12669801,9453059
CYIG,2010,35762801,33465334,13625032,10214767
CYIG,2011,73780610,37588937,-26848945,-29804369
CYIG,2012,55217197,33102883,17587037,15261006
CYIG,2013,29663023,34062632,10797787,8120974
CYIG,2014,29693296,37943113,11885072,8890473
CYIG,2015,29709706,47827108,11257804,8416769
CYIG,2016,29763531,56463164,13255279,10078303
CYIG,2017,29789168,64942737,15577320,11386333
CYNX,2010,161006366,89867,-3637353,-3637353
CYNX,2011,185193816,0,-1317709,-1317709
CYNX,2012,710515971,0,-567082,-567082
CZR,2010,99300000,8553200000,-1341900000,-831100000
CZR,2011,125100000,8566600000,-1266000000,-725000000
CZR,2012,125000000,8186000000,-1804000000,-1508000000
CZR,2013,129000000,8220000000,-4250000000,-2948000000
CZR,2014,142000000,7967000000,-3319000000,-2783000000
CZR,2015,145000000,3929000000,5747000000,6009000000
CZR,2016,146000000,3877000000,-6130000000,-3048000000
CZR,2017,279000000,4852000000,-2377000000,-375000000
CZR,2018,686000000,8391000000,183000000,303000000
D,2008,577800000,15895000000,2613000000,1834000000
D,2009,593300000,14798000000,1874000000,1287000000
D,2010,588900000,14927000000,5195000000,2808000000
D,2011,573100000,13765000000,2262000000,1408000000
D,2012,572900000,12835000000,2265000000,302000000
D,2013,578700000,13120000000,2704000000,1697000000
D,2014,582700000,12436000000,1778000000,1310000000
D,2015,592400000,11683000000,2828000000,1899000000
D,2016,616400000,11737000000,2867000000,2123000000
D,2017,636000000,12586000000,3090000000,2999000000
D,2018,654200000,13366000000,3129000000,2447000000
DAL,2009,827000000,28063000000,-1581000000,-1237000000
DAL,2010,834000000,31755000000,608000000,593000000
DAL,2011,838000000,35115000000,769000000,854000000
DAL,2012,845000000,36670000000,1025000000,1009000000
DAL,2013,849000000,37773000000,2527000000,10540000000
DAL,2014,836000000,40362000000,1072000000,659000000
DAL,2015,797000000,40704000000,7157000000,4526000000
DAL,2016,751000000,39639000000,6636000000,4373000000
DAL,2017,720000000,41244000000,5701000000,3577000000
DAL,2018,691000000,44438000000,5151000000,3935000000
DAN,2010,140800000,5921000000,55000000,11000000
DAN,2011,146600000,7544000000,306000000,219000000
DAN,2012,148000000,7224000000,364000000,300000000
DAN,2013,146400000,6769000000,368000000,244000000
DAN,2014,158000000,6617000000,260000000,319000000
DAN,2015,159000000,6060000000,292000000,159000000
DAN,2016,146000000,5826000000,215000000,640000000
DAN,2017,145100000,7209000000,380000000,111000000
DAN,2018,145000000,8143000000,494000000,427000000
DATA,2012,33744000,127733000,4204000,1427000
DATA,2013,50564000,232440000,2865000,7076000
