ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income
ACAT,2015,12995000,632895000,-17047000,-9187000
ACCO,2010,54800000,1284600000,38500000,12400000
ACCO,2011,55200000,1318400000,42900000,56700000
ACCO,2012,94100000,1758500000,-4400000,115400000
ACCO,2013,113500000,1765100000,91700000,77100000
ACCO,2014,113700000,1689200000,137000000,91600000
ACCO,2015,108800000,1510400000,131400000,85900000
ACCO,2016,107000000,1557100000,125100000,95500000
ACCO,2017,108100000,1948800000,158100000,131700000
ACCO,2018,104800000,1941200000,157900000,106700000
ACET,2011,3701967,412428000,16962000,8968000
ACET,2012,3799282,444388000,24740000,16981000
ACET,2013,3865445,499690000,34550000,22328000
ACET,2014,4001343,510179000,44674000,29000000
ACET,2015,4105660,542944000,49858000,30878000
ACET,2016,4159819,558524000,53854000,34766000
ACET,2017,4613241,638318000,17361000,11376000
ACET,2018,5032366,711359000,-292822000,-316121000
ACF,2018,134637387,14016000000,1893000000,1570000000
ACGL,2009,536043249,3501622000,897653000,876945000
ACGL,2010,451635444,3244067000,850401000,842672000
ACGL,2011,396665910,3063307000,426370000,436163000
ACGL,2012,403338474,3482381000,589387000,593397000
ACGL,2013,394066176,3526157000,742505000,709731000
ACGL,2014,392452830,3988873000,844247000,834355000
ACGL,2015,365358381,3936590000,567194000,537738000
ACGL,2016,362376342,4463556000,855552000,692738000
ACGL,2017,404138364,5627375000,757277000,619278000
ACGL,2018,404347621,5450568000,841772000,757971000
ACHC,2010,17633000,62103000,7158000,6210000
ACHC,2011,18757000,216498000,-38466000,-34892000
ACHC,2012,38477000,407461000,32829000,20403000
ACHC,2013,50004000,713408000,69245000,42579000
ACHC,2014,55063000,1004601000,126154000,83040000
ACHC,2015,68085000,1794492000,164753000,112554000
ACHC,2016,85701000,2810914000,32955000,6143000
ACHC,2017,86948000,2836316000,236798000,199835000
ACHC,2018,87288000,3012442000,-168954000,-175750000
ACIA,2015,6429000,239056000,39805000,40520000
ACIA,2016,25307000,478412000,114621000,131577000
ACIA,2017,38920000,385166000,40303000,38508000
ACIA,2018,40259000,339891000,-404000,4916000
ACLS,2010,26130500,275212000,-17261000,-17573000
ACLS,2011,26558500,319416000,7471000,5077000
ACLS,2012,26904750,203385000,-32388000,-34034000
ACLS,2013,27217250,195632000,-16104000,-17144000
ACLS,2014,27862000,203051000,-10167000,-11266000
ACLS,2015,28595000,301495000,15205000,14678000
ACLS,2016,29195000,266980000,11024000,11001000
ACLS,2017,30866000,410561000,43831000,126959000
ACLS,2018,32286000,442575000,54705000,45885000
ACLZ,2012,52439242,5800622,215115,492948
ACLZ,2013,57022279,9653865,-209761,93776
ACLZ,2014,60844694,16460030,-3253255,-3253255
ACLZ,2015,63659639,21396952,-6264038,-6264038
ACLZ,2016,65129153,23753446,-3851584,-3851584
ACLZ,2017,65413094,24104624,-2424488,-2424488
ACLZ,2018,66060038,21729605,-11417440,-11417440
ACM,2009,108003000,6119465000,277888000,189696000
ACM,2010,114344000,6545791000,341117000,236887000
ACM,2011,117396000,8037374000,384180000,275800000
ACM,2012,111875000,8218180000,17483000,-58567000
ACM,2013,100618000,8153495000,335774000,239243000
ACM,2014,97226000,8356783000,314788000,229854000
ACM,2015,149605000,17989880000,-151470000,-154845000
ACM,2016,154772000,17410825000,125555000,96109000
ACM,2017,155728000,18203402000,429182000,339390000
ACM,2018,159101000,20155512000,177484000,136468000
ACM,2019,157044000,20173329000,-184120000,-261050000
ACN,2009,623007198,23170968000,2677736000,1589963000
ACN,2010,637170234,23094078000,2914369000,1780656000
ACN,2011,645631170,27352914000,3512022000,2277677000
ACN,2012,643132601,29777985000,3904174000,2553510000
ACN,2013,645536995,30394285000,4339294000,3281878000
ACN,2014,634216250,31874678000,4297701000,2941498000
ACN,2015,626799586,32914424000,4410530000,3053581000
ACN,2016,624797820,34797661000,5603572000,4111892000
ACN,2017,620104250,36765478000,4616032000,3445149000
ACN,2018,628451742,41603428000,5808093000,4059907000
ACN,2019,638098125,43215013000,6251797000,4779112000
ACPW,2010,15965000,64955000,-3966000,-3925000
ACPW,2011,16104000,75482000,-7094000,-7094000
ACPW,2012,18584000,76315000,-1922000,-1922000
ACPW,2013,19329000,61699000,-8351000,-8351000
ACPW,2014,22494000,49136000,-12575000,-12827000
ACPW,2015,23167000,0,-1325000,-6459000
ACPW,2016,23211000,0,-1446000,-15866000
ACRX,2010,656650,,-14344000,-14344000
ACRX,2011,17344727,1072000,-20101000,-20101000
ACRX,2012,22124637,2394000,-33363000,-33363000
ACRX,2013,39746678,29502000,-23426000,-23426000
ACRX,2014,43427111,5217000,-33353000,-33353000
ACRX,2015,44300099,19263000,-23639000,-24399000
ACRX,2016,45313118,17357000,-43191000,-43157000
ACRX,2017,46883535,7995000,-52209000,-51508000
ACRX,2018,58408548,2151000,-47147000,-47149000
ACT,2009,105000000,2793000000,362600000,222000000
ACT,2010,122400000,3566900000,250600000,184400000
ACT,2011,124500000,4584400000,456000000,260900000
ACT,2012,125800000,5914900000,245100000,97300000
ACW,2011,47277000,804537000,-9743000,-17031000
ACW,2012,47378000,794634000,-175032000,-178007000
ACW,2013,47548000,642883000,-36579000,-38313000
ACW,2014,47708000,705178000,-4581000,-2307000
ACW,2015,47961000,685574000,-8099000,-7634000
ACY,2010,1543257,30076600,2524400,1648100
ACY,2011,1543257,23181700,-1932600,-1450400
ACY,2012,1543257,27872100,7886700,5189000
ACY,2013,1543257,34423400,12673100,8343900
ACY,2014,1543257,25559300,-17245800,-11294000
ACY,2015,1544285,26563800,10021300,6437600
ACY,2016,1566699,25350000,1972000,1221700
ACY,2017,1449576,34464900,3432700,7399200
ACY,2018,1449261,30525100,-9054000,-8081200
ADBE,2008,539373000,3579889000,1078508000,871814000
ADBE,2009,524470000,2945853000,701520000,386508000
ADBE,2010,519045000,3800000000,943151000,774680000
ADBE,2011,497469000,4216258000,1035230000,832847000
ADBE,2012,494731000,4403677000,1118794000,832775000
ADBE,2013,501372000,4055240000,356141000,289985000
ADBE,2014,497867000,4147065000,361376000,268395000
ADBE,2015,498764000,4795511000,873781000,629551000
ADBE,2016,498345000,5854430000,1435138000,1168782000
ADBE,2017,493632000,7301505000,2137641000,1693954000
ADBE,2018,490564000,9030008000,2793876000,2590774000
ADES,2012,19829000,16316000,-13115000,-13129000
ADES,2013,20103000,13286000,-15524000,-15987000
ADES,2014,21554000,16923000,1683000,1387000
ADES,2015,21773000,62739000,-30121000,-30141000
ADES,2016,21931000,50622000,36740000,97678000
ADES,2017,21367000,35692000,52025000,27873000
ADES,2018,19901000,23945000,45877000,35454000
ADI,2008,292688000,2582931000,666102000,786284000
ADI,2009,291385000,2014908000,297444000,247772000
ADI,2010,297387000,2761503000,901665000,712084000
ADI,2011,299417000,2993320000,1061447000,867394000
ADI,2012,298761000,2701142000,813533000,651236000
ADI,2013,307763000,2633689000,815323000,673487000
ADI,2014,313195000,2864773000,729345000,629320000
ADI,2015,312660000,3435092000,810114000,696878000
ADI,2016,308736000,3421409000,956921000,861664000
ADI,2017,346371000,5107503000,828485000,727259000
ADI,2018,370430000,6200942000,1638517000,1495432000
ADIL,2017,3264385,,-1139456,-1139456
ADIL,2018,4759363,,-11631378,-11631378
ADM,2009,643000000,69207000000,2500000000,1684000000
ADM,2010,643000000,61682000000,2585000000,1930000000
ADM,2011,642000000,80676000000,3015000000,2036000000
ADM,2012,660000000,90559000000,1981000000,1375000000
ADM,2013,661000000,89804000000,2024000000,1342000000
ADM,2014,653000000,81201000000,3130000000,2248000000
ADM,2015,618000000,67702000000,2284000000,1849000000
ADM,2016,588000000,62346000000,1822000000,1279000000
ADM,2017,569000000,60828000000,1609000000,1595000000
ADM,2018,564000000,64341000000,2060000000,1810000000
ADMA,2018,45188899,16985290,-65743445,-65743445
ADP,2009,503200000,8838400000,1900100000,1332600000
ADP,2010,500500000,8927700000,1863200000,1211400000
ADP,2011,493500000,9833000000,1918000000,1254200000
ADP,2012,487300000,10595400000,2101700000,1388500000
ADP,2013,482700000,9442000000,1710100000,1405800000
ADP,2014,478900000,10226400000,1879200000,1515900000
ADP,2015,472600000,10938500000,2070700000,1452500000
ADP,2016,457000000,11667800000,2234700000,1492500000
ADP,2017,447800000,12379800000,2531100000,1733400000
ADP,2018,440600000,13325800000,2171100000,1620800000
ADP,2019,435000000,14175200000,3005600000,2292800000
ADPT,2013,9809160,102883000,-2264000,0
ADPT,2014,9845016,210694000,-18598000,-3351000
ADPT,2015,12103383,364687000,41556000,13217000
ADRO,2014,64137,13389000,-17014000,-17014000
ADRO,2015,8941279,72979000,-39308000,-39209000
ADRO,2016,13040152,50681000,-69684000,-91148000
ADRO,2017,14580243,17239000,-103227000,-91863000
ADRO,2018,15762481,15087000,-96140000,-95357000
ADS,2009,55765000,1533507000,262946000,143734000
ADS,2010,52534000,2791421000,310890000,193737000
ADS,2011,50687000,3173287000,514095000,315286000
ADS,2012,50008000,3641390000,682904000,422256000
ADS,2013,49190000,4319063000,793412000,496170000
ADS,2014,56378000,5302900000,837900000,506300000
ADS,2015,61874000,6439700000,931600000,596500000
ADS,2016,58600000,7138100000,837000000,515800000
ADS,2017,55700000,7719400000,1081100000,788700000
ADS,2018,54900000,7791200000,1223700000,963100000
ADSK,2009,225500000,2315200000,252500000,183600000
ADSK,2010,228700000,1713700000,84700000,58000000
ADSK,2011,227600000,1951800000,272000000,212000000
ADSK,2012,227700000,2215600000,362900000,285300000
ADSK,2013,226400000,2312200000,310000000,247400000
ADSK,2014,224000000,2512200000,83000000,81800000
ADSK,2015,227100000,2504100000,-20300000,-330500000
ADSK,2016,226000000,2031000000,-523800000,-582100000
ADSK,2017,219500000,2056600000,-557300000,-566900000
ADSK,2018,218900000,2569800000,-42700000,-80800000
ADT,2017,641074000,4315502000,-421686000,342627000
ADT,2018,747710000,4581673000,-632618000,-609155000
ADT,2019,747238000,5125657000,-522192000,-424150000
ADVM,2013,3673000,480000,-5276000,-5276000
ADVM,2014,11651000,572000,-25404000,-25404000
ADVM,2015,25479000,2319000,-47453000,-47453000
ADVM,2016,36246000,1455000,-114522000,-113747000
ADVM,2017,43661000,1849000,-56147000,-56147000
ADVM,2018,61375000,1612000,-73877000,-72627000
AE,2010,4217596,2083781000,12580000,8631000
AE,2011,4217596,3038737000,35435000,22931000
AE,2012,4217596,3376085000,44136000,27791000
AE,2013,4217596,3945969000,34550000,21610000
AE,2014,4217596,4132826000,9780000,6523000
AE,2015,4217596,1944279000,-2045000,-1275000
AE,2016,4217596,1099540000,5204000,2513000
AE,2017,4218000,1322060000,-3427000,-482000
