ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
D,2013,578700000,13120000000,2704000000,1697000000,5940000000,50096000000,3446000000,6994000000,19330000000,38197000000,6183000000,3433000000,-1302000000
D,2014,582700000,12436000000,1778000000,1310000000,5615000000,54327000000,4150000000,7198000000,21805000000,42370000000,6095000000,3439000000,-1398000000
D,2015,592400000,11683000000,2828000000,1899000000,4189000000,58648000000,5334000000,8119000000,23468000000,45046000000,6458000000,4475000000,-1536000000
D,2016,616400000,11737000000,2867000000,2123000000,4248000000,71610000000,4864000000,8115000000,30231000000,54770000000,6854000000,4127000000,-1727000000
D,2017,636000000,12586000000,3090000000,2999000000,4334000000,76585000000,6376000000,9636000000,30948000000,57215000000,7936000000,4549000000,-1931000000
D,2018,654200000,13366000000,3129000000,2447000000,5161000000,77914000000,3958000000,7647000000,31144000000,55866000000,9219000000,4773000000,-2185000000
DAL,2009,827000000,28063000000,-1581000000,-1237000000,7991000000,43789000000,1533000000,9797000000,15665000000,43544000000,-9845000000,1379000000,
DAL,2010,834000000,31755000000,608000000,593000000,7307000000,43188000000,2073000000,11385000000,13179000000,42291000000,-9252000000,2832000000,
DAL,2011,838000000,35115000000,769000000,854000000,7729000000,43499000000,2262000000,12701000000,11847000000,44895000000,-8398000000,2834000000,0
DAL,2012,845000000,36670000000,1025000000,1009000000,8272000000,44550000000,2082000000,13270000000,11082000000,46681000000,-7389000000,2476000000,0
DAL,2013,849000000,37773000000,2527000000,10540000000,9651000000,52252000000,1547000000,14152000000,9795000000,40609000000,3049000000,4504000000,-102000000
DAL,2014,836000000,40362000000,1072000000,659000000,9158000000,54005000000,1184000000,16847000000,8477000000,45192000000,3456000000,4947000000,-251000000
DAL,2015,797000000,40704000000,7157000000,4526000000,9056000000,53134000000,1563000000,17526000000,6766000000,42284000000,5562000000,7927000000,-359000000
DAL,2016,751000000,39639000000,6636000000,4373000000,7451000000,51261000000,1131000000,15239000000,6201000000,38974000000,7903000000,7205000000,-509000000
DAL,2017,720000000,41244000000,5701000000,3577000000,7844000000,53711000000,3309000000,18999000000,6592000000,41181000000,8256000000,5148000000,-731000000
DAL,2018,691000000,44438000000,5151000000,3935000000,6340000000,60266000000,3548000000,18578000000,8253000000,46579000000,10039000000,7014000000,-909000000
DAN,2010,140800000,5921000000,55000000,11000000,2933000000,5101000000,167000000,1407000000,780000000,3315000000,-1189000000,287000000,-66000000
DAN,2011,146600000,7544000000,306000000,219000000,3021000000,5277000000,71000000,1453000000,831000000,3439000000,-1001000000,370000000,-31000000
DAN,2012,148000000,7224000000,364000000,300000000,2953000000,5144000000,101000000,1310000000,803000000,3196000000,-769000000,339000000,-61000000
DAN,2013,146400000,6769000000,368000000,244000000,3165000000,5129000000,57000000,1268000000,1567000000,3716000000,-812000000,577000000,-58000000
DAN,2014,158000000,6617000000,260000000,319000000,2954000000,4905000000,65000000,1261000000,1588000000,3725000000,-532000000,510000000,-40000000
DAN,2015,159000000,6060000000,292000000,159000000,2431000000,4301000000,22000000,1089000000,1553000000,3470000000,-410000000,406000000,-37000000
DAN,2016,146000000,5826000000,215000000,640000000,2284000000,4860000000,69000000,1253000000,1595000000,3618000000,195000000,384000000,-35000000
DAN,2017,145100000,7209000000,380000000,111000000,2882000000,5644000000,40000000,1702000000,1759000000,4483000000,86000000,554000000,-35000000
DAN,2018,145000000,8143000000,494000000,427000000,2907000000,5918000000,28000000,1747000000,1755000000,4376000000,456000000,565000000,-58000000
DATA,2012,33744000,127733000,4204000,1427000,76161000,86992000,,51930000,,57018000,-1758000,14239000,
DATA,2013,50564000,232440000,2865000,7076000,332181000,354927000,,104289000,,110267000,5318000,37725000,
DATA,2014,67591000,412616000,7182000,5873000,810261000,865662000,,180274000,,193656000,11191000,89451000,
DATA,2015,71701000,653587000,-50807000,-83700000,944739000,1030711000,,272601000,,296766000,-72509000,142403000,
DATA,2016,75162000,826943000,-137427000,-144449000,1151624000,1287199000,,428721000,,495351000,-216958000,177262000,
DATA,2017,78869000,877059000,-178699000,-185560000,1089218000,1398795000,,562729000,,645172000,-402957000,226867000,
DATA,2018,82632000,1155352000,-71877000,-77042000,1415720000,1634725000,,548577000,,621140000,-315593000,154696000,
DBD,2009,66257000,2718292000,123807000,26026000,1588085000,2554865000,16915000,743091000,553008000,1482839000,1011448000,296882000,-69451000
DBD,2010,65907000,2823793000,-2397000,-20252000,1714036000,2519790000,15038000,809765000,550368000,1529976000,919296000,273353000,-71900000
DBD,2011,64244000,2835848000,158937000,144147000,1732355000,2517443000,21722000,824217000,606154000,1659183000,991210000,215397000,-72901000
DBD,2012,63061000,2991693000,110895000,73603000,1814857000,2592987000,34212000,857344000,617534000,1766165000,978345000,135508000,-72830000
DBD,2013,63700000,2582700000,-141800000,-181600000,1555350000,2183491000,43791000,893736000,480242000,1562676000,722743000,124200000,-74000000
DBD,2014,64500000,2734800000,154700000,114400000,1655500000,2342100000,25600000,1027800000,479800000,1787300000,762200000,186900000,-74900000
DBD,2015,64900000,2419300000,45800000,73700000,1643600000,2242400000,32000000,955800000,606200000,1806900000,760300000,37200000,-75600000
DBD,2016,69100000,3316300000,-238300000,-33000000,2619600000,5270300000,106900000,1824500000,1691400000,4201400000,662700000,28700000,-64600000
DBD,2017,75500000,4609300000,-175700000,-233100000,2500300000,5242100000,66700000,1796700000,1787100000,4248600000,393600000,37100000,-30600000
DBD,2018,76000000,4578600000,-515600000,-568700000,2203400000,4311900000,49500000,1568400000,2190000000,4341100000,-168300000,-104100000,-7700000
DBX,2017,195900000,1106800000,-111500000,-111700000,518100000,1019900000,102700000,738400000,71600000,917000000,-1049700000,329500000,
DBX,2018,358600000,1391700000,-480100000,-484900000,1210200000,1694100000,73800000,837500000,89900000,1017300000,-1659500000,422400000,
DCI,2010,155697056,1877064000,230176000,166163000,816602000,1499506000,55536000,389256000,256192000,752873000,744247000,203005000,-36242000
DCI,2011,154392740,2294029000,312263000,225291000,1020475000,1726093000,61000000,496244000,205748000,791382000,925542000,246055000,-41013000
DCI,2012,150286403,2493248000,370780000,264301000,1038221000,1730082000,97493000,498523000,203483000,820068000,366788000,259712000,-47684000
DCI,2013,148273904,2436948000,348181000,247377000,1015938000,1743556000,107854000,476435000,102774000,658369000,532307000,315923000,-60320000
DCI,2014,145594300,2473500000,360700000,260200000,1179013000,1942411000,187041000,609580000,243726000,939928000,702435000,317800000,-83100000
DCI,2015,137750158,2371200000,288600000,208100000,970600000,1809500000,189100000,560600000,389200000,1030800000,815200000,212800000,-91200000
DCI,2016,133800000,2220300000,257400000,190800000,958700000,1788600000,216700000,543800000,351800000,1017200000,905100000,286100000,-91200000
DCI,2017,132600000,2371900000,322000000,232800000,1099600000,1979700000,73900000,484100000,537300000,1125200000,1041200000,310300000,-92400000
DCI,2018,130300000,2734200000,363600000,180300000,1073400000,1976600000,43500000,469400000,499600000,1118800000,1122100000,262900000,-94700000
DCI,2019,128300000,2844900000,375200000,267200000,1122600000,2142600000,52300000,482900000,584400000,1239900000,,345800000,-99700000
DCPH,2016,11626287,0,-25940000,-25940000,58252000,58945000,,4557000,,6038000,-145585000,-23090000,
DCPH,2017,16792179,0,-50284000,-50284000,198182000,199095000,,13815000,,15122000,-195869000,-36702000,
DCPH,2018,35390480,0,-99854000,-99854000,301037000,315559000,,22743000,,35578000,-295723000,-86783000,
DD,2016,1108100000,48158000000,4413000000,4318000000,23659000000,79511000000,907000000,12604000000,20456000000,52282000000,30338000000,-2957000000,-2462000000
DD,2017,1579800000,62484000000,1193000000,1460000000,49893000000,1.92E+11,4015000000,26128000000,30056000000,90237000000,29211000000,-765000000,-3394000000
DD,2018,2301000000,85977000000,5493000000,3844000000,49603000000,1.88E+11,2802000000,24715000000,37662000000,91851000000,30536000000,4731000000,-3491000000
DDD,2010,46168000,159868000,19739000,19566000,100140000,208800000,224000,57665000,8055000,75681000,-57925000,31844000,
DDD,2011,74622000,230423000,32446000,35420000,261380000,462974000,163000,57548000,138716000,208186000,-22531000,27660000,
DDD,2012,80817000,353633000,43279000,38941000,287438000,677442000,174000,75153000,87974000,197109000,16410000,51530000,
DDD,2013,98393000,513400000,64006000,44107000,526855000,1097856000,187000,110456000,18693000,164064000,60487000,25184000,
DDD,2014,108023000,653652000,17387000,11637000,580690000,1530310000,684000,147826000,8905000,227313000,72124000,51111000,
DDD,2015,111969000,666163000,-654953000,-655492000,432467000,891959000,529000,145471000,8187000,228441000,-583368000,-2831000,
DDD,2016,111189000,632965000,-39812000,-38419000,432950000,849153000,572000,130405000,7587000,213581000,-621787000,57483000,
DDD,2017,111554000,646069000,-57521000,-66191000,438422000,896764000,644000,207129000,7078000,271944000,-677772000,26127000,
DDD,2018,112327000,687660000,-43228000,-45505000,397474000,825832000,654000,164060000,31392000,240973000,-722701000,4796000,
DDE,2010,31555000,238149000,11494000,6743000,38270000,225286000,,104764000,,114535000,106432000,23494000,-3870000
DDE,2011,31645000,239942000,9170000,5359000,38892000,216184000,,94660000,,103678000,108090000,15651000,-3888000
DDE,2012,31745000,225912000,8466000,4807000,35361000,205262000,,82825000,,91802000,109322000,13166000,-107000
DDE,2013,31849000,197231000,396000,13000,31218000,192720000,,70478000,,76556000,109335000,11137000,-144000
DDE,2014,31961000,185382000,-744000,-706000,26553000,179816000,,58487000,,67467000,108629000,6280000,
DDE,2015,32085000,182946000,2715000,1873000,27378000,173957000,,51343000,,58949000,110502000,9719000,
DDE,2016,32201000,182292000,1418000,786000,26972000,170300000,,46741000,,54638000,111288000,10355000,
DDE,2017,32321000,176924000,-607000,-1068000,25084000,161961000,,40169000,,47652000,109817000,6700000,
DDE,2018,32446000,179931000,417000,30000,27569000,160715000,,39488000,,46371000,109881000,9995000,
DDMG,2010,12372357,105199000,-45193000,-42471000,16727000,166720000,2054000,43350000,9659000,170466000,-43100000,15620000,
DDMG,2011,19424479,98626000,-144088000,-140702000,42672000,197841000,18375000,62426000,985000,161953000,-183802000,-42193000,
DDOG,2018,71000,198077000,-10240000,-10762000,121951000,179750000,,112234000,,114986000,-106906000,10829000,
DDS,2009,73784000,6226628000,84525000,68531000,1749529000,4606327000,3494000,769022000,770009000,2302224000,2484447000,554007000,-11796000
DDS,2010,66922000,6258345000,268716000,179620000,1701926000,4374166000,51350000,831212000,708629000,2287446000,2653437000,512922000,-11110000
DDS,2011,53515000,6405484000,396669000,463909000,1591729000,4306137000,79101000,870364000,623938000,2254118000,3107344000,501140000,-10002000
DDS,2012,48125000,6751595000,479750000,335962000,1491980000,4048744000,1710000,767116000,622309000,2078569000,3099566000,522703000,-252341000
DDS,2013,45586000,6691777000,496224000,323671000,1660156000,4050739000,784000,778311000,621544000,2058542000,3413240000,501757000,-7361000
DDS,2014,42603000,6780129000,510768000,331853000,1888442000,4170071000,840000,800644000,620704000,2150801000,3734891000,611589000,-10367000
DDS,2015,39005000,6754545000,408784000,269370000,1668883000,3863901000,3284000,751216000,620330000,2068596000,3994211000,450226000,-10008000
DDS,2016,34308000,6418008000,257675000,169220000,1837921000,3888136000,90482000,976517000,530094000,2170719000,4153844000,512210000,-9787000
DDS,2017,29487000,6422676000,212689000,221324000,1739385000,3682703000,162034000,1049235000,368309000,1974548000,4365219000,274285000,-9424000
DDS,2018,27312000,6503349000,207962000,170263000,1770532000,3431369000,0,933535000,365569000,1752988000,4458006000,367288000,-11108000
DE,2008,431100000,28437600000,3124700000,2052800000,27836600000,38734600000,8520500000,18303400000,13898500000,32201900000,10580600000,1994200000,-448100000
DE,2009,422800000,23112400000,1339200000,873500000,29123900000,41132600000,7158900000,18918100000,17391700000,36309800000,10980500000,1984800000,-473400000
DE,2010,424000000,26004600000,3025200000,1865000000,31430600000,43266800000,7534500000,20148900000,16814500000,36963400000,12353100000,2282200000,-483500000
DE,2011,417400000,32012500000,4222800000,2799900000,36306700000,48207400000,9629700000,24432600000,16959900000,41392500000,14519400000,2326300000,-593100000
DE,2012,397100000,36157100000,4734400000,3064700000,42719000000,56265800000,9967300000,26950700000,22453100000,49403800000,16875200000,1167700000,-697900000
DE,2013,385300000,37795400000,5483400000,3537300000,45102700000,59521300000,12898000000,27675900000,21577700000,49253600000,19645600000,3254300000,-752900000
DE,2014,363000000,36066900000,4797400000,3161700000,46044400000,61336400000,12577700000,27890200000,24380700000,52270900000,22004400000,3525900000,-786000000
DE,2015,333600000,28862800000,2780100000,1940000000,42135800000,57947600000,13016600000,27357200000,23832800000,51190000000,23144800000,3758800000,-816300000
DE,2016,315200000,26644000000,2224000000,1523900000,41004900000,57918500000,11908500000,27670700000,23703000000,51373700000,23911300000,3769700000,-761300000
DE,2017,319500000,29737700000,3153800000,2159100000,48114300000,65786300000,14154000000,30320500000,25891300000,56211800000,25301300000,2199800000,-764000000
DE,2018,322600000,37357700000,4070700000,2368400000,48380000000,70108000000,15018700000,31565400000,27237400000,58802800000,27553000000,1820300000,-805800000
DELL,2009,1980000000,61101000000,3324000000,2478000000,20151000000,26500000000,113000000,14859000000,1898000000,22229000000,20677000000,1894000000,
DELL,2010,1954000000,52902000000,2024000000,1433000000,24245000000,33652000000,663000000,18960000000,3417000000,28011000000,22110000000,3906000000,
DELL,2011,1944000000,61494000000,3350000000,2635000000,29021000000,38599000000,851000000,19483000000,5146000000,30833000000,24744000000,3969000000,0
DELL,2012,1838000000,62071000000,4240000000,3492000000,29448000000,44533000000,2867000000,22001000000,6387000000,35616000000,28236000000,5527000000,0
DELL,2013,1745000000,56940000000,2841000000,2372000000,27968000000,47540000000,3843000000,23439000000,5242000000,36839000000,30330000000,3283000000,-278000000
DENN,2010,98902000,548466000,24094000,22713000,62486000,311206000,6692000,90334000,253131000,414918000,-630114000,38255000,
DENN,2011,97646000,538534000,28327000,112287000,61293000,350501000,6971000,87195000,211334000,360177000,-517827000,59509000,
DENN,2012,94949000,488363000,35094000,22309000,64610000,324885000,12681000,91824000,177453000,329345000,-495518000,59204000,
DENN,2013,90829000,462593000,36100000,24572000,53826000,295777000,7150000,74085000,165923000,287346000,-470946000,57042000,
DENN,2014,86323000,472295000,48761000,32725000,56071000,289858000,7734000,80416000,151079000,288275000,-438221000,74574000,
DENN,2015,82627000,491293000,53729000,35976000,36414000,297037000,3246000,101553000,212499000,357632000,-402245000,83285000,
DENN,2016,75325000,506948000,35876000,19402000,35907000,306151000,3285000,93370000,242306000,377263000,-382843000,71162000,
DENN,2017,68077000,529169000,56801000,39594000,41289000,323782000,3168000,94901000,286054000,421142000,-334661000,78269000,
DENN,2018,63364000,630179000,52250000,43693000,47600000,335349000,,94727000,286500000,468694000,-306414000,73690000,
DEST,2010,12304000,531192000,28082000,16829000,131047000,205154000,5834000,67397000,39327000,133556000,-16348000,25974000,
DEST,2011,12820000,545394000,35974000,22988000,131035000,198772000,2915000,55051000,28427000,106077000,-261000,21443000,-6901000
DEST,2012,13096000,541476000,31868000,19372000,136104000,199644000,15257000,72788000,,94672000,9786000,42697000,-9325000
DEST,2013,13272000,540259000,36953000,23943000,138503000,207981000,,63227000,,85348000,23930000,42153000,-9799000
DEST,2014,13451000,516959000,14103000,10497000,113578000,220060000,2801000,76145000,12199000,114058000,3558000,25845000,-10772000
DEST,2015,13596000,498753000,-7289000,-4483000,108374000,219074000,2897000,92523000,9302000,126176000,-11951000,16094000,-11026000
DEST,2016,13702000,433699000,-7710000,-32760000,87046000,175987000,6948000,60563000,31485000,114837000,-44693000,10711000,0
DEST,2017,13788000,406207000,-21595000,-21597000,91105000,162582000,4780000,75390000,23809000,121914000,-66274000,8869000,0
DEST,2018,13889000,383750000,-14430000,-14327000,89378000,146174000,4372000,77682000,21784000,119023000,-80594000,-1811000,
DF,2009,191505312,11113782000,380465000,240308000,1647594000,7843941000,248352000,1482414000,3980627000,6476709000,491611000,660554000,
DF,2010,203615223,10820237000,77645000,91491000,1816216000,7956667000,174250000,1440965000,3893275000,6442599000,583102000,519218000,
DF,2011,91694110,9715747000,-2251837000,-1575621000,2238708000,5755167000,202292000,1524049000,3541635000,5853818000,-992519000,439037000,
DF,2012,92375378,9274662000,111760000,158622000,3980734000,5697583000,10535000,2410387000,2311708000,5237955000,-833897000,482418000,0
DF,2013,93785611,9016321000,283034000,813178000,1150698000,2802045000,698000,781087000,896564000,2087730000,-20719000,-316641000,0
DF,2014,93916656,9503196000,-52283000,-20296000,1180060000,2769636000,698000,794451000,916481000,2142318000,-41015000,152946000,-26232000
DF,2015,93298467,8121661000,-13310000,-8508000,1077563000,2520163000,1493000,761895000,833080000,1974659000,-49523000,408153000,-26182000
DF,2016,90933886,7710226000,202651000,119929000,1058630000,2606227000,140806000,847787000,745245000,1995671000,45654000,257413000,-32828000
DF,2017,90899284,7795025000,21243000,61588000,1019879000,2503829000,1125000,672195000,912074000,1847882000,74219000,144799000,-32737000
DF,2018,91327846,7755283000,-374513000,-326900000,912280000,2118492000,1174000,700835000,905170000,1803760000,-260977000,152962000,-27405000
DG,2010,341047000,13035000000,984972000,627857000,2367825000,9546222000,1157000,1365373000,3287070000,5491743000,830932000,824684000,
DG,2011,341234000,14807188000,1225289000,766685000,2275074000,9688520000,590000,1509902000,2617891000,5013938000,1416918000,1050480000,
DG,2012,332254000,16022128000,1497394000,952662000,2677113000,10367682000,892000,1738547000,2771336000,5382352000,1710732000,1131352000,
DG,2013,322886000,17504167000,1628330000,1025116000,3205607000,10867524000,75966000,1811971000,2742788000,5465331000,2125453000,1213065000,
DG,2014,304633000,18909588000,1680861000,1065345000,3532609000,11208642000,101158000,1962472000,2623965000,5498604000,2403045000,1326891000,
DG,2015,294330000,20368562000,1853024000,1165080000,3432410000,11257885000,1379000,1995596000,2969175000,5880009000,2025545000,1391686000,-258328000
DG,2016,281317000,21986598000,1965628000,1251133000,3677771000,11672298000,500950000,2622805000,2710576000,6266004000,2015867000,1605041000,-281135000
DG,2017,272751000,23470967000,1907280000,1538960000,4247852000,12516911000,401345000,2964878000,2604613000,6391137000,2698352000,1802108000,-282931000
DG,2018,265155000,25625043000,2015416000,1589472000,4663020000,13204038000,1950000,3015857000,2862740000,6786645000,2941107000,2143550000,-306523000
DGTC,2011,3045923,10783000,-1511000,1130000,52845000,63881000,82000,14698000,2355000,19583000,-49172000,5009000,
DGTC,2012,3846880,11438000,-2860000,5116000,48239000,52797000,82000,3046000,2278000,5782000,-44056000,262000,
DGX,2008,194283000,7249447000,1020921000,581490000,1496819000,8403830000,5142000,1224761000,3078089000,4778696000,2561679000,1063049000,-77964000
DGX,2009,185948000,7455243000,1194725000,729111000,1679425000,8563643000,170507000,1059212000,2936792000,4552179000,3216639000,997418000,-74748000
DGX,2010,175684000,7260120000,1145427000,720894000,1605417000,8527630000,348996000,1214268000,2641160000,4473505000,3867420000,1118047000,-71321000
DGX,2011,159000000,7392000000,820000000,471000000,1401260000,9313379000,654395000,1561159000,3370522000,5598380000,4263599000,895000000,-65000000
DGX,2012,159000000,7383000000,1042000000,556000000,1561000000,9284000000,10000000,1048000000,3354000000,5098000000,4690000000,1187000000,-108000000
DGX,2013,152000000,7146000000,1324000000,849000000,1383000000,8948000000,212000000,1132000000,3120000000,4975000000,5358000000,652000000,-185000000
DGX,2014,145000000,7435000000,823000000,556000000,1603000000,9857000000,518000000,1709000000,3224000000,5527000000,5723000000,938000000,-187000000
DGX,2015,144000000,7493000000,1103000000,709000000,1501000000,9962000000,159000000,1173000000,3492000000,5179000000,6199000000,810000000,-212000000
DGX,2016,140000000,7515000000,1086000000,645000000,1531000000,10100000000,6000000,981000000,3728000000,5363000000,6613000000,1069000000,-223000000
DGX,2017,137000000,7709000000,1030000000,772000000,1306000000,10503000000,36000000,1057000000,3748000000,5468000000,7138000000,1175000000,-247000000
DGX,2018,136000000,7531000000,926000000,736000000,1390000000,11003000000,464000000,1485000000,3429000000,5659000000,7602000000,1200000000,-266000000
DHR,2010,653200000,12550000000,2229600000,1793000000,6065455000,22217130000,40761000,3320702000,2783907000,8444364000,10945928000,2084400000,-52200000
DHR,2011,676200000,16090500000,2447800000,2172300000,6272400000,29949500000,98400000,4172000000,5206800000,12977700000,13056900000,2626300000,-61300000
DHR,2012,693400000,18260400000,3010800000,2392200000,7587800000,32941000000,55500000,4206100000,5287600000,13857100000,15379900000,3415000000,-86400000
DHR,2013,696000000,18283100000,3416300000,2695000000,9113700000,34672200000,62300000,4527400000,3436700000,12220800000,18005300000,3585300000,-52100000
DHR,2014,702200000,12866900000,2086200000,2598400000,9431300000,36991700000,71900000,5396400000,3401500000,13541900000,20323000000,3758400000,-227700000
DHR,2015,698100000,14433700000,2039400000,3357400000,7836700000,48222200000,845200000,6170400000,12025200000,24458200000,21012300000,3801800000,-354100000
DHR,2016,691200000,16882400000,2611300000,2553700000,6665100000,45295300000,2594800000,6874000000,9674200000,22218500000,20703500000,3521800000,-399800000
DHR,2017,695800000,18329700000,2938800000,2492100000,6850000000,46648600000,194700000,4792300000,10327400000,20280800000,22806100000,3477800000,-378300000
DHR,2018,700600000,19893000000,3292800000,2650900000,7093800000,47832500000,51800000,4841500000,9688500000,19605800000,25163000000,4022000000,-433400000
DHX,2010,62665000,128997000,27718000,18899000,68486000,318722000,4000000,77904000,37000000,140495000,-55601000,47068000,
DHX,2011,65809000,179130000,53489000,34100000,83603000,326378000,4000000,83972000,11000000,117162000,-21501000,64494000,
DHX,2012,61192000,195363000,56838000,38087000,75937000,354230000,0,94699000,46000000,163592000,16586000,54661000,
DHX,2013,56473000,213482000,27295000,16246000,84648000,420641000,2500000,113636000,116500000,252829000,32832000,49365000,
DHX,2014,52328000,262615000,42849000,27612000,84562000,423956000,2500000,119746000,108000000,246158000,60444000,55543000,
DHX,2015,51402000,259769000,3041000,-10968000,88683000,368935000,,113539000,99436000,230322000,49476000,63159000,
DHX,2016,48319000,226970000,-119000,-5398000,70178000,310095000,,108302000,84760000,206212000,44078000,44997000,
DHX,2017,47908000,207950000,19397000,15978000,58540000,295718000,,106971000,41450000,163077000,59776000,34409000,
DHX,2018,48520000,161570000,9602000,7174000,38855000,258385000,,80921000,17288000,113030000,71435000,14918000,
DIN,2010,17240000,1333641000,-12080000,-2788000,351102000,2856641000,25556000,265082000,1775485000,2773062000,124250000,179282000,-216117000
DIN,2011,17846000,1075198000,104998000,75192000,276947000,2614294000,20900000,257644000,1545855000,2459074000,196869000,121686000,0
DIN,2012,17992000,849928000,194923000,127674000,294455000,2415400000,18298000,267760000,1326438000,2106595000,322045000,52879000,0
DIN,2013,18871000,640467000,110617000,72037000,331582000,2404642000,16967000,284273000,1315224000,2089463000,336578000,127815000,-57445000
DIN,2014,18753000,654988000,51596000,36453000,382024000,2393736000,14852000,313049000,1374607000,2114663000,313644000,118524000,-42733000
DIN,2015,18637000,681100000,168649000,104923000,372709000,2331850000,14320000,298429000,1364254000,2064627000,351923000,135509000,-66164000
DIN,2016,18030000,633973000,153122000,97992000,366148000,2278583000,13144000,286312000,1357356000,2025811000,382082000,118110000,-67429000
DIN,2017,17725000,604819000,-425374000,-330539000,387955000,1737939000,27158000,304924000,1331744000,1953479000,-69940000,65733000,-69790000
DIN,2018,17533000,780931000,110608000,80354000,382190000,1774680000,39031000,316186000,1361849000,1976953000,10414000,140346000,-51125000
DIS,2008,1890000000,37843000000,7402000000,4427000000,11666000000,62497000000,3529000000,11591000000,11110000000,28830000000,28413000000,5701000000,-664000000
DIS,2009,1856000000,36149000000,5658000000,3307000000,11889000000,63117000000,1206000000,8934000000,11495000000,27692000000,31033000000,5319000000,-648000000
DIS,2010,1915000000,38063000000,6627000000,3963000000,12225000000,69206000000,2350000000,11000000000,10130000000,29864000000,34327000000,6578000000,-653000000
DIS,2011,1878000000,40893000000,8043000000,4807000000,13757000000,72124000000,3055000000,12088000000,10922000000,32671000000,38375000000,6994000000,-756000000
DIS,2012,1794000000,42278000000,9260000000,5682000000,13709000000,74898000000,3614000000,12813000000,10697000000,32940000000,42965000000,7966000000,-1076000000
DIS,2013,1792000000,45041000000,9620000000,6136000000,14109000000,81241000000,1512000000,11704000000,12776000000,33091000000,47758000000,9452000000,-1324000000
DIS,2014,1740000000,48813000000,12246000000,7501000000,15169000000,84141000000,2164000000,13292000000,12631000000,35963000000,53734000000,9780000000,-1508000000
DIS,2015,1694000000,52465000000,13868000000,8382000000,16758000000,88182000000,4563000000,16334000000,12773000000,39527000000,59028000000,10909000000,-3063000000
DIS,2016,1629000000,55632000000,14868000000,9391000000,16966000000,92033000000,3687000000,16842000000,16483000000,44710000000,66088000000,13213000000,-2313000000
DIS,2017,1568000000,55137000000,13788000000,8980000000,15889000000,95789000000,6172000000,19595000000,19119000000,49637000000,72606000000,12343000000,-2445000000
DIS,2018,1499000000,59434000000,14729000000,12598000000,16825000000,98598000000,3790000000,17860000000,17084000000,44643000000,82679000000,14295000000,-2515000000
DISCA,2008,322000000,3382000000,757000000,317000000,1109000000,10484000000,458000000,1070000000,3331000000,4874000000,-936000000,573000000,
DISCA,2009,423000000,3458000000,1039000000,549000000,1671000000,10952000000,38000000,783000000,3457000000,4683000000,-387000000,642000000,
DISCA,2010,425000000,3706000000,952000000,653000000,1735000000,11019000000,20000000,785000000,3598000000,4786000000,,668000000,
DISCA,2011,401000000,4168000000,1598000000,1132000000,2431000000,11913000000,26000000,746000000,4219000000,5394000000,1132000000,1100000000,
DISCA,2012,376000000,4487000000,1604000000,943000000,2730000000,12930000000,31000000,946000000,5212000000,6637000000,2075000000,1099000000,
DISCA,2013,357000000,5535000000,1718000000,1075000000,2410000000,14979000000,17000000,1294000000,6482000000,8746000000,2892000000,1285000000,
DISCA,2014,43000000,6265000000,1724000000,1139000000,2491000000,15970000000,1107000000,2604000000,6002000000,9619000000,3809000000,1318000000,
DISCA,2015,39000000,6394000000,1558000000,1034000000,2596000000,15864000000,119000000,1579000000,7616000000,10172000000,4517000000,1277000000,
DISCA,2016,32000000,6497000000,1709000000,1194000000,2599000000,15758000000,82000000,1561000000,7841000000,10348000000,5232000000,1373000000,
DISCA,2017,6000000,6873000000,74000000,-337000000,9991000000,22555000000,30000000,1871000000,14755000000,17532000000,4632000000,1629000000,
DISCA,2018,25000000,10553000000,1085000000,594000000,4231000000,32550000000,1819000000,3997000000,14974000000,22033000000,5254000000,2576000000,
DISH,2008,448786000,11617187000,1568806000,902947000,2097984000,6460047000,38333000,2980003000,4969423000,8409153000,-2492804000,2188344000,
DISH,2009,446874000,11664151000,1012832000,635545000,3475952000,8295343000,26518000,3287281000,6470046000,10387031000,-2760589000,2194543000,-894150000
DISH,2010,445865000,12640744000,1542205000,984729000,4573393000,9632153000,1030895000,4499301000,5484041000,10765596000,-1834619000,2139802000,
DISH,2011,445434000,13074063000,2413139000,1515907000,3747823000,11470231000,35645000,3220511000,7458134000,11889234000,-1211990000,2619160000,-893278000
DISH,2012,450264000,13181334000,994910000,636687000,9059153000,17379608000,537285000,3924467000,11350399000,17307980000,-1028193000,2003718000,-452890000
DISH,2013,456044000,13904865000,1136915000,807492000,12313446000,20356430000,1034893000,4551649000,12596793000,19359425000,-220701000,2309197000,
DISH,2014,460126000,14643387000,1205742000,944693000,12552067000,22045541000,681467000,4112525000,13746059000,19991909000,723992000,2378124000,
DISH,2015,462995000,15225493000,1235196000,802374000,3543243000,22886710000,1534000000,5162940000,12221925000,19854680000,1471084000,2459123000,
DISH,2016,464807000,15212302000,2416603000,1497939000,8280387000,27914292000,941903000,4592832000,15541736000,22983335000,1536691000,2854247000,
DISH,2017,466021000,14391375000,1650087000,2098689000,3285023000,29773766000,1068524000,4828004000,15134441000,22452470000,3635380000,2779507000,
DISH,2018,467350000,13621302000,2189175000,1575091000,3289205000,30587012000,1341993000,4776132000,13810784000,21532755000,5212790000,2517841000,
