ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
VEEV,2018,144244000,862210000,238643000,229832000,1433414000,1653766000,,401022000,,416017000,619197000,310827000,
VERI,2016,2068334,8911000,-26973000,-26979000,21367000,22348000,,44501000,,44523000,-45236000,-26755000,
VERI,2017,10332593,14413000,-59595000,-59601000,83805000,88558000,,27256000,,27256000,-109307000,-31911000,
VERI,2018,17572938,27047000,-61082000,-61104000,86520000,117754000,,56085000,,57471000,-170411000,-41770000,
VERU,2010,26981275,22221955,4224132,6737078,11791328,18368101,,1938433,12999,2235971,-44544073,3991855,-4124042
VERU,2011,27287342,18565102,3231975,5399051,9746993,19442791,,2293410,,2690201,-44697131,6968155,-5545310
VERU,2012,27693721,35033897,10792023,15299321,16826215,30446427,,5860441,,6228237,-35594455,10356054,-6192675
VERU,2013,28376607,31456778,9933854,14342598,16888665,35169953,,3465018,,3766996,-28715040,11793081,-7468248
VERU,2014,28522525,24490586,3957191,2433061,13072763,31673154,,3378210,,3607828,-32341976,3665413,-6074164
VERU,2015,28532327,32604865,6687040,4346036,21585955,37471711,,4225008,,4338649,-27995940,-1548697,-5338
VERU,2016,28666477,22127342,2813916,344725,16289901,38623707,,3346477,,4690296,-27651215,-1714358,
VERU,2017,34640308,13655592,-8602490,-6612047,10297973,55336366,,5487581,,6883161,-34263262,982888,
VERU,2018,53861981,15864483,-23072287,-23938389,11182516,48452639,,13552927,4455375,18971221,-58201651,-11546191,
VERU,2019,63323127,31803387,-12321299,-12017366,16806912,53628770,,14019975,6731900,21295634,-70219017,-5485207,
VFC,2008,464026032,7642600000,848091000,602748000,2653010000,6433868000,56902000,1012182000,1141546000,2876623000,1972874000,678401000,-255235000
VFC,2009,468932472,7220286000,654673000,461271000,2632562000,6473863000,248632000,1095789000,938494000,2660578000,2050109000,973485000,-261682000
VFC,2010,462029472,7702589000,750212000,571362000,2826060000,6457556000,39313000,1109475000,935882000,2596237000,1940508000,1001282000,-264281000
VFC,2011,464251176,9459232000,1164743000,888089000,3187944000,9313126000,284430000,1666032000,1831781000,4787951000,2520804000,1081371000,-285722000
VFC,2012,466528104,10879855000,1421875000,1085999000,3449583000,9633021000,415432000,1732212000,1429166000,4507396000,2941447000,1275000000,-333229000
VFC,2013,465853734,11419648000,1562490000,1210119000,3882982000,10315443000,23977000,1568001000,1426829000,4238405000,3432090000,1506041000,-402136000
VFC,2014,459432882,11881730000,1713576000,1047505000,4031569000,9845300000,25797000,1614065000,1413847000,4214418000,3231753000,1762066000,-478933000
VFC,2015,451783296,12032655000,1707335000,1231593000,4163136000,9639542000,452941000,1941713000,1401820000,4254704000,3128731000,1203430000,-565275000
VFC,2016,441901386,12019003000,1415591000,1074106000,4293098000,9739287000,279718000,1785400000,2039180000,4798366000,2545458000,1477919000,-635994000
VFC,2017,423974826,11811177000,1416495000,614923000,4683323000,10311310000,1531371000,3138829000,2212555000,6623214000,846124000,1474660000,-684679000
VFC,2018,395189000,13848660000,1527404000,1259792000,4673457000,10356785000,664323000,2661604000,2115884000,6058269000,1179601000,1664223000,-767061000
VGR,2009,113230343,801494000,28537000,24806000,389208000,735542000,21889000,149008000,334920000,740224000,0,1833000,-115778000
VGR,2010,115311708,1063289000,85570000,54084000,526763000,949595000,51345000,226872000,506052000,995829000,-45327000,78379000,-117459000
VGR,2011,116237789,1133380000,123157000,75020000,509741000,927768000,50844000,315198000,493356000,1016798000,-80440000,58426000,-125299000
VGR,2012,119058444,1095533000,53717000,30622000,639056000,1086731000,36778000,195159000,586946000,1165983000,-65116000,115778000,-137114000
VGR,2013,122627701,1079921000,60720000,37300000,588311000,1264261000,151577000,405110000,540766000,1285870000,-114787000,56069000,-144711000
VGR,2014,131366324,1591315000,82279000,36856000,751397000,1423254000,52640000,212424000,860711000,1443934000,-97009000,107376000,-167328000
VGR,2015,143138670,1657197000,107705000,59198000,583739000,1280615000,8919000,216292000,856108000,1402776000,-210113000,144479000,-188151000
VGR,2016,143582296,1690949000,126429000,71127000,705463000,1404035000,39508000,196148000,1132943000,1657307000,-333529000,97636000,-198947000
VGR,2017,145987002,1807476000,89168000,84572000,613709000,1328278000,33820000,204639000,1194244000,1660038000,-414785000,131586000,-211488000
VGR,2018,146362270,1870262000,79559000,58105000,872221000,1549504000,256134000,484920000,1386697000,2096870000,-542169000,181834000,-225367000
VIA,2011,587300000,14914000000,3245000000,2136000000,5261000000,22801000000,23000000,3942000000,8113000000,14016000000,8418000000,2644000000,-417000000
VIA,2012,530700000,13887000000,3470000000,1981000000,4853000000,22250000000,18000000,3830000000,8773000000,14632000000,9820000000,2498000000,-554000000
VIA,2013,486200000,13794000000,3519000000,2395000000,6726000000,23829000000,18000000,3790000000,12394000000,18439000000,11629000000,3083000000,-555000000
VIA,2014,432100000,13783000000,3514000000,2391000000,5252000000,23047000000,18000000,3935000000,13140000000,19084000000,13465000000,2597000000,-541000000
VIA,2015,402200000,13268000000,2503000000,1922000000,4578000000,22143000000,18000000,3853000000,12623000000,18325000000,14780000000,2313000000,-564000000
VIA,2016,396500000,12488000000,1990000000,1438000000,4522000000,22508000000,17000000,3672000000,12207000000,17967000000,15628000000,1371000000,-635000000
VIA,2017,399900000,13263000000,2212000000,1874000000,5801000000,23698000000,19000000,3753000000,11577000000,17331000000,17124000000,1671000000,-319000000
VIA,2018,402700000,12943000000,1997000000,1719000000,6076000000,23783000000,567000000,4054000000,10013000000,16072000000,18561000000,1822000000,-322000000
VIA,2019,403400000,12838000000,2007000000,1548000000,5294000000,23671000000,98000000,3824000000,8937000000,14910000000,19887000000,1576000000,-322000000
VIDE,2011,8370000,59039000,3718000,1087000,54032000,63470000,1339000,26986000,7196000,34666000,28488000,5924000,
VIDE,2012,7612000,64231000,5350000,3577000,43771000,51603000,945000,17526000,4878000,22650000,32065000,4162000,
VIDE,2013,7570000,12025000,-3915000,8000,44530000,52293000,5096000,22301000,281000,23385000,32073000,2180000,
VIDE,2014,7557000,14411000,-5946000,-2681000,22748000,27480000,48000,1919000,233000,3246000,29392000,1094000,
VIDE,2015,6384000,18369000,-6139000,-6146000,9849000,11944000,137000,3053000,131000,3484000,17253000,1091000,
VIDE,2016,5909000,19639000,-987000,-1006000,9533000,11430000,229000,3245000,667000,3972000,16247000,-1166000,
VIDE,2017,5890000,11944000,-2938000,-2938000,5765000,8027000,346000,3003000,421000,3441000,13309000,927000,
VIDE,2018,5879000,15023000,67000,67000,6292000,7807000,348000,2603000,289000,3146000,13376000,198000,
VIRC,2011,14130000,180995000,-8587000,-17594000,49515000,100588000,12000,20017000,6519000,50186000,-54465000,5452000,-1418000
VIRC,2012,14235000,166441000,-13748000,-13803000,45808000,94225000,5497000,27210000,6011000,63329000,-68980000,-784000,-710000
VIRC,2013,14387000,157913000,-4039000,-3830000,36962000,82163000,4053000,24436000,0,55143000,-72810000,7260000,0
VIRC,2014,14620000,155042000,-2733000,-1730000,39639000,83344000,2248000,22656000,6000000,55739000,-74540000,-243000,0
VIRC,2015,14756000,164052000,918000,849000,38815000,81811000,3366000,21405000,6153000,59238000,-73690000,1659000,0
VIRC,2016,14914000,168595000,4667000,4549000,46688000,89282000,579000,22694000,6028000,55969000,-69140000,7507000,0
VIRC,2017,15244000,189287000,2414000,-3209000,55713000,116623000,4681000,27723000,12000000,57911000,-49648000,1682000,
VIRC,2018,15421000,200716000,-1117000,-1614000,63111000,123113000,5504000,32125000,15910000,66086000,-52192000,2363000,-930000
VISI,2011,20813000,2238109000,15281000,15629000,489282000,579479000,113201000,378064000,9801000,422816000,126800000,-28352000,
VISI,2012,20813000,2146448000,-14323000,-13603000,469396000,557572000,145727000,378961000,9033000,414455000,113795000,-25222000,
VISI,2013,20826000,2017472000,-9821000,-30875000,424386000,501340000,168114000,362240000,8127000,391099000,83007000,-12270000,
VISI,2014,20863000,1710028000,1839000,-18988000,365348000,424332000,129417000,305455000,7216000,332938000,64119000,34422000,
VISI,2015,20816000,1496897000,-15140000,-24620000,278991000,326826000,982000,135807000,106313000,262335000,38034000,43324000,
VISI,2016,20831000,1334747000,-12395000,-14570000,260565000,316465000,2050000,126479000,95000000,267500000,21000000,-7611000,
VISI,2017,20942000,1194436000,32213000,27132000,244837000,284809000,50000000,162956000,0,200815000,45843000,4569000,
VISI,2018,21051000,1039170000,-31727000,-32685000,204496000,236696000,0,100325000,49068000,186197000,9738000,-5496000,
VISTRA,2017,427761460,5430000000,250000000,-254000000,2673000000,14600000000,44000000,1351000000,4379000000,8258000000,-1410000000,1386000000,
VISTRA,2018,504954371,9144000000,-101000000,-54000000,3435000000,26024000000,530000000,3625000000,10874000000,18157000000,-1449000000,1471000000,
VKTX,2014,4187415,,-21884183,-21884183,773684,3043134,304274,22517082,1264114,25171665,-22141457,-1591423,
VKTX,2015,6355869,,-23403988,-23403988,15201648,15439103,,2160423,2151540,6714105,-45545445,-8731494,
VKTX,2016,16278292,,-14731822,-14731822,13974829,14535708,3269582,6476534,,6492841,-60277267,-11071263,
VKTX,2017,25978098,,-20578000,-20578000,21851000,22121000,3451000,8657000,,8657000,-80855000,-14758000,
VKTX,2018,57580244,,-22063000,-22063000,302133000,302312000,,4550000,,4562000,-102918000,-18755000,
VLGEA,2011,13249000,1298928000,36243000,20982000,152334000,386190000,0,107886000,43147000,178033000,187686000,64144000,-19086000
VLGEA,2012,13403000,1422243000,53708000,31445000,171578000,409538000,,99906000,43149000,179227000,209373000,43432000,-9758000
VLGEA,2013,13494000,1476457000,44639000,25784000,205364000,427412000,10000,111065000,42738000,182852000,211109000,51273000,-24048000
VLGEA,2014,13632000,1518636000,28848000,5045000,162786000,457412000,231000,146004000,45242000,224276000,203722000,52447000,-12432000
VLGEA,2015,13812000,1583789000,41395000,30620000,135911000,431889000,469000,94151000,44425000,179122000,221765000,17468000,-12577000
VLGEA,2016,13886000,1634904000,42339000,25044000,159834000,450254000,514000,99296000,43561000,178519000,234175000,64101000,-12634000
VLGEA,2017,13977000,1604574000,39123000,22921000,181472000,455225000,652000,96193000,42646000,168405000,244308000,46153000,-12788000
VLGEA,2018,14021000,1612015000,32838000,25080000,190898000,481590000,764000,101697000,48186000,178445000,258104000,58884000,-12878000
VLGEA,2019,14043000,1643502000,35523000,25539000,218989000,502289000,1022000,112474000,47725000,183617000,270753000,55788000,-12890000
VLO,2017,442000000,93980000000,3207000000,4065000000,19312000000,50158000000,122000000,11071000000,8750000000,27258000000,29200000000,5482000000,-1242000000
VLO,2018,426000000,1.17E+11,4232000000,3122000000,17675000000,50155000000,238000000,10724000000,8871000000,27424000000,31044000000,4371000000,-1369000000
VLRX,2015,1507,18097000,-67195000,-67195000,18806000,31176000,26000,84378000,,84521000,-377872000,-40884000,
VLRX,2016,59355,19550000,-46367000,-46367000,24144000,34516000,,11746000,,71016000,-424239000,-29661000,
VLRX,2017,285429,20245000,-49301000,-49301000,39472000,45089000,0,13080000,0,49147000,-473921000,-31970000,
VLRX,2018,1406592,26398000,-45929000,-45929000,62076000,68620000,123000,13890000,,54331000,-519871000,-37190000,
VMC,2008,109774000,3651438000,75058000,918000,893890000,8916624000,1394185000,1663066000,2153588000,5362872000,1893929000,435185000,-214783000
VMC,2009,118891000,2690490000,-19221000,30314000,732889000,8524871000,621893000,856695000,2116120000,4487634000,1737455000,453035000,-171468000
VMC,2010,128050000,2558862000,-192206000,-96490000,773751000,8339536000,290746000,582348000,2427516000,4383738000,1503681000,202706000,-127792000
VMC,2011,129381000,2564550000,-153738000,-70778000,863100000,8229314000,134762000,406253000,2680677000,4437697000,1334476000,169043000,-98172000
VMC,2012,129745000,2567310000,-120418000,-52593000,984972000,8126599000,150602000,436411000,2526401000,4365537000,1276649000,238475000,-5183000
VMC,2013,130272000,2770709000,-3703000,24382000,951496000,8259143000,170000,299135000,2522243000,4321037000,1295834000,356499000,-5191000
VMC,2014,131461000,2994169000,298838000,204923000,920469000,8041097000,150137000,451878000,1834642000,3864398000,1471845000,260336000,-28884000
VMC,2015,133210000,3422181000,327857000,221177000,1084591000,8301632000,130000,353479000,1980334000,3847444000,1618507000,503378000,-53214000
VMC,2016,133205000,3592667000,547257000,419491000,1137182000,8471475000,138000,372244000,1982751000,3898999000,1771518000,644588000,-106333000
VMC,2017,132513000,3890296000,361316000,601185000,1180101000,9504891000,41383000,442872000,2813482000,4535998000,2180448000,644678000,-132335000
VMC,2018,132393000,4382869000,623290000,515805000,1079145000,9832130000,133023000,602550000,2779357000,4629227000,2444870000,832777000,-148109000
VMI,2009,25951000,1786601000,226084000,150562000,715422000,1302169000,12131000,256817000,160251000,493862000,767398000,349520000,-14695000
VMI,2010,26100000,1975505000,152982000,94379000,1094226000,2090743000,9062000,346914000,468596000,1080616000,850269000,152220000,-16588000
VMI,2011,26329000,2661480000,233757000,228308000,1252943000,2306076000,11638000,408070000,474415000,1108165000,1079698000,149671000,-18227000
VMI,2012,26471000,3029541000,359290000,234072000,1425940000,2568551000,13599000,412433000,472593000,1161541000,1300529000,197097000,-21520000
VMI,2013,26641000,3304211000,449417000,278489000,1597840000,2776494000,19226000,436580000,470907000,1231648000,1562670000,396442000,-25414000
VMI,2014,25719000,3123143000,284183000,183976000,1392941000,2729668000,15133000,397214000,766654000,1479263000,1718662000,174096000,-32443000
VMI,2015,23288000,2618924000,93007000,40117000,1226852000,2392382000,2053000,366554000,756918000,1427171000,1729679000,272267000,-35357000
VMI,2016,22562000,2521676000,220454000,173232000,1253216000,2391731000,1597000,349848000,754795000,1409145000,1874722000,219168000,-34053000
VMI,2017,22520000,2745967000,228464000,116240000,1472565000,2602250000,1127000,402998000,753888000,1450455000,1954344000,145716000,-33862000
VMI,2018,22306000,2757144000,143441000,94351000,1340640000,2530274000,11457000,409035000,741822000,1394751000,2027596000,153008000,-33726000
VMW,2009,394269000,2023937000,223449000,197098000,3182480000,5066984000,,1294042000,,2324033000,471231000,985616000,
VMW,2010,409805000,2857343000,416375000,357439000,4297655000,6797319000,,1789152000,,2988876000,828670000,1174389000,
VMW,2011,421188000,3767000000,794000000,724000000,5677772000,8680808000,,2401506000,,3910526000,1552606000,2026000000,
VMW,2012,426658000,4605000000,893000000,746000000,6120000000,10596000000,,2930000000,,4856000000,2298000000,1897000000,
VMW,2013,429093000,5207000000,1147000000,1014000000,7681000000,12327000000,,3293000000,,5511000000,3312000000,2535000000,
VMW,2014,430355000,6035000000,1048000000,886000000,8882000000,15216000000,,3996000000,,7630000000,4198000000,2180000000,
VMW,2015,424003000,6571000000,1213000000,997000000,9360000000,15746000000,,4129000000,,7823000000,5195000000,1899000000,
VMW,2016,420520000,7093000000,1473000000,1186000000,9851000000,16397000000,,4289000000,0,8181000000,6373000000,2381000000,
VMW,2017,406738000,7922000000,1801000000,570000000,13836000000,21206000000,,4810000000,3964000000,12582000000,7791000000,3211000000,
VMW,2018,407766000,8974000000,2883000000,2422000000,5651000000,14662000000,,5696000000,3972000000,14111000000,14000000,3663000000,-11000000000
VNCE,2012,2621113,240352000,-28517000,-107709000,199792000,442124000,,190046000,391434000,1003389000,-947880000,-26034000,
VNCE,2013,2811979,288170000,30663000,-27420000,103731000,414342000,,38333000,170000000,380791000,-975300000,-20701000,
VNCE,2014,3673049,340396000,59717000,35723000,81140000,378648000,,64490000,84450000,306679000,-939577000,80266000,
VNCE,2015,3677043,302457000,8313000,5099000,60233000,363568000,,71648000,57615000,285066000,-934478000,51628000,
VNCE,2016,4642053,268199000,-68933000,-162659000,74611000,239480000,,50441000,48298000,253461000,-1097137000,-29660000,
VNCE,2017,7605822,272582000,58025000,58597000,81574000,234534000,8000000,45177000,40682000,159765000,-1038624000,-40387000,
VNCE,2018,11619828,278951000,-1968000,-2022000,88602000,234931000,2750000,45582000,42340000,160831000,-1040646000,3575000,
VNE,2017,87130000,2322000000,-315000000,-472000000,649000000,1663000000,0,590000000,62000000,705000000,0,0,
VNE,2018,87160000,2228000000,-254000000,-315000000,1542000000,2632000000,,635000000,0,706000000,-181000000,-179000000,
VNO,2008,190374300,2640491000,25876000,359297000,2104307000,21418048000,,10259295000,3676283000,14025418000,-1047340000,817812000,-619093000
VNO,2009,212263015,2655591000,99163000,106169000,1026754000,20185472000,,9693651000,2493849000,12284438000,-1577591000,633579000,-319473000
VNO,2010,225554580,2558207000,723336000,647883000,1048757000,20517471000,,9619924000,2634341000,12359092000,-1480876000,771086000,-529968000
VNO,2011,227988996,2702808000,598484000,662302000,876419000,20446487000,,9664864000,2003727000,11777363000,-1401704000,702499000,-570209000
VNO,2012,229846970,2649217000,482228000,617260000,1339293000,22065049000,,10568240000,2528008000,13216753000,-1573275000,825049000,-773294000
VNO,2013,231246017,2299176000,-12072000,475971000,961592000,20097224000,,9734340000,1646725000,11498860000,-1734839000,1040789000,-629101000
VNO,2014,232026564,2312512000,432631000,864852000,1484679000,21157980000,,10871040000,1342494000,12330818000,-1505385000,1135310000,-629299000
VNO,2015,232992661,1985495000,550907000,760434000,2041568000,21143293000,,10743222000,1577297000,12437994000,-1766780000,672091000,-555329000
VNO,2016,233591369,2003742000,584933000,906917000,1657128000,20814847000,,10463300000,1333422000,11917905000,-1419382000,995080000,-556098000
VNO,2017,189526000,2084126000,319731000,227416000,1973512000,17397934000,,9248257000,1592348000,11405296000,-4183253000,860142000,-561006000
VNO,2018,190219000,2163720000,459598000,449954000,790227000,17180794000,,9078310000,2114516000,11289349000,-4167184000,802641000,-534463000
VNTV,2011,89515617,1622421000,117119000,36240000,819997000,3489710000,20818000,440720000,1377228000,2233990000,51970000,233454000,
VNTV,2012,122747362,1863239000,157611000,57610000,921077000,3979529000,98005000,869468000,879880000,2535294000,69494000,293114000,
VNTV,2013,206027557,2108077000,291900000,133572000,807913000,4189553000,105465000,685313000,1404801000,3013231000,203066000,480622000,
VNTV,2014,199170813,2577203000,235167000,125292000,1214736000,6336083000,147448000,963333000,3100495000,5035497000,328358000,592905000,
VNTV,2015,200934442,3159938000,297406000,147946000,1117499000,6465426000,155664000,1295379000,2784270000,5240360000,476304000,727580000,
VNTV,2016,162115549,3578991000,422724000,213208000,1287858000,7044007000,330003000,1689012000,2959249000,5436718000,689512000,645135000,
VNTV,2017,162807146,4026477000,813712000,130110000,1372600000,8667000000,361400000,1834400000,5590900000,8066400000,558000000,784811000,
VNTV,2018,295214282,3925400000,-8100000,12800000,5629700000,24888500000,248400000,5889200000,7656400000,14684500000,593100000,936300000,
VRA,2011,36813000,366057000,51694000,46198000,160467000,206039000,83000,68548000,66934000,141717000,-7601000,58466000,
VRA,2012,40507000,460843000,95024000,57921000,166339000,219513000,89000,60105000,25095000,95506000,50320000,51516000,
VRA,2013,40536000,535667000,112991000,68870000,198340000,277319000,58000,52699000,15037000,83064000,119190000,51492000,
VRA,2014,40599000,530896000,95186000,58812000,248358000,334383000,,54847000,,79236000,178002000,87864000,
VRA,2015,40568000,508990000,63663000,38449000,267697000,377284000,,63049000,,92813000,216451000,103812000,
VRA,2016,38795000,502598000,46459000,27558000,253642000,380679000,,66552000,,95424000,244009000,43270000,
VRA,2017,35925000,454648000,15394000,7016000,247408000,350669000,,40274000,,65386000,270783000,42642000,
VRA,2018,35222000,416097000,28226000,20757000,252468000,362148000,,43556000,,67445000,291994000,43564000,
VRNS,2013,3880761,74616000,-7119000,-7475000,43773000,47254000,,40397000,,46487000,-47753000,54000,
VRNS,2014,21242313,101348000,-19022000,-19398000,152526000,156847000,,53210000,,61821000,-67151000,-7110000,
VRNS,2015,25198546,127210000,-20597000,-21283000,156402000,165144000,,71316000,,81557000,-88434000,-2729000,
VRNS,2016,26406312,165863000,-12880000,-14193000,171319000,181838000,,88245000,,99099000,-106144000,7347000,
VRNS,2017,27467440,215390000,-11057000,-13844000,226499000,245638000,,116581000,,130996000,-109390000,16351000,
VRNS,2018,29020645,270288000,-28165000,-28578000,259090000,284978000,,146340000,,159608000,-137968000,23545000,
VRNT,2014,52967000,907292000,63315000,53757000,694391000,1772907000,6555000,413483000,635830000,1139789000,-250005000,178284000,
VRNT,2015,58096000,1128436000,21403000,30931000,710192000,2340452000,23000,477888000,726235000,1335549000,-219074000,193725000,
VRNT,2016,61813000,1130266000,23180000,17638000,754112000,2355735000,,442430000,735983000,1287571000,-201436000,156903000,
VRNT,2017,63312000,1135229000,18900000,-6627000,782192000,2580620000,,505511000,768484000,1448284000,-238312000,176327000,
VRNT,2018,64913000,1229747000,77762000,65991000,1006346000,2867027000,,661821000,777785000,1606223000,-134274000,215251000,
VRSK,2010,177733503,1138343000,406650000,242552000,240435000,1217090000,437717000,720882000,401826000,1331532000,293827000,336032000,
VRSK,2011,166015238,1191393000,428195000,282758000,453654000,1541106000,5554000,349650000,1100332000,1639596000,576585000,375721000,
VRSK,2012,165890258,1407848000,499826000,329142000,390559000,2360336000,195263000,585350000,1266162000,2104745000,905727000,468229000,
VRSK,2013,168031412,1595703000,538740000,348380000,474845000,2504451000,4448000,431179000,1271439000,1956862000,1254107000,506920000,
VRSK,2014,165823803,1746726000,590620000,400042000,384483000,2345330000,336058000,771270000,1100874000,2134287000,1654149000,489452000,
VRSK,2015,165090380,2068010000,717436000,507577000,604569000,5593652000,874811000,1479257000,2270904000,4221641000,2161726000,623687000,
VRSK,2016,168248304,1995200000,653700000,591200000,500900000,4631200000,106800000,621600000,2280200000,3298800000,2752900000,547600000,
VRSK,2017,165168224,2145200000,691000000,555100000,597600000,6020300000,724400000,1337600000,2284400000,4094900000,3308000000,743500000,
VRSK,2018,164808110,2395100000,719700000,598700000,644500000,5900300000,672800000,1324600000,2050500000,3829700000,3942600000,934400000,
VRSN,2008,197201000,558896000,23484000,-374251000,1624835000,2366872000,,971415000,571749000,1848451000,-21439988000,484034000,
VRSN,2009,191821000,615947000,124552000,245553000,1709058000,2470144000,,886474000,574378000,1871480000,-21194435000,395191000,
VRSN,2010,177534000,680578000,95354000,830967000,2177957000,2444006000,,652713000,581626000,1767576000,-20363468000,215206000,-518217000
VRSN,2011,165408000,771978000,193587000,142891000,1447781000,1856179000,,658923000,690086000,1944286000,-20220577000,335901000,-463498000
VRSN,2012,156953000,873592000,412695000,320032000,1643464000,2062476000,0,695018000,697614000,2071799000,-19900545000,537630000,
VRSN,2013,144591000,965087000,456771000,544450000,1803199000,2660767000,624056000,2029186000,750000000,3084325000,-19356095000,579397000,
VRSN,2014,126710000,1010117000,483311000,355260000,1479790000,1901150000,620620000,1432205000,740175000,2784616000,-19000835000,600949000,
VRSN,2015,114155000,1059366000,487650000,375236000,1967924000,2357737000,634326000,1502980000,1235354000,3428184000,-18625599000,669946000,
VRSN,2016,107001000,1142167000,581173000,440645000,1842342000,2334572000,629764000,1521949000,1237189000,3535167000,-18184954000,693007000,
VRSN,2017,100325000,1165095000,599012000,457248000,2446153000,2941188000,627616000,1560528000,1782529000,4201459000,-17694790000,702761000,
VRSN,2018,113452000,1214969000,729516000,582489000,1317034000,1914504000,0,947590000,1785047000,3299978000,-17089789000,695685000,
VRTU,2010,23783457,217979000,18227000,16200000,159031000,246177000,,35767000,,38841000,58814000,19766000,
VRTU,2011,24643063,277771000,26446000,20035000,172471000,274794000,,53458000,,56620000,78849000,20917000,
VRTU,2012,24937162,333175000,35859000,28398000,194884000,303919000,,49234000,,51712000,107247000,22753000,
VRTU,2013,26116516,396933000,45924000,34375000,260089000,449425000,,66770000,,75355000,141622000,48919000,
VRTU,2014,28753102,478986000,57400000,42446000,347238000,489737000,,61204000,,65962000,184068000,48917000,
VRTU,2015,29233861,600302000,57669000,44802000,528779000,980012000,8881000,141264000,185633000,352057000,228870000,55590000,
VRTU,2016,29650026,858731000,18818000,11858000,480242000,923420000,8870000,125762000,176722000,338404000,240728000,27610000,
VRTU,2017,29397350,1020669000,41836000,1254000,549335000,1113180000,11407000,216700000,288227000,570101000,238019000,62699000,-3127000
VRTU,2018,29817526,1247863000,38164000,16146000,580251000,1132473000,11407000,213994000,351320000,610962000,250279000,68619000,-4184000
VRTX,2009,173259000,101889000,-642178000,-642178000,1307026000,1955488000,32071000,284883000,121765000,859142000,-2689783000,-427586000,
VRTX,2010,200402000,143370000,-754626000,-754626000,1057039000,1725446000,136991000,474783000,400000000,1221473000,-3444409000,-635442000,
VRTX,2011,204891000,1410626000,60445000,29574000,1331254000,2204280000,12075000,392348000,400000000,1238768000,-3414835000,143735000,
VRTX,2012,211946000,1527042000,31996000,-107032000,1589585000,2759288000,14422000,432624000,415170000,1524906000,-3521867000,267841000,
VRTX,2013,224906000,1211975000,-626044000,-445028000,1588576000,2319041000,16893000,397829000,48754000,962636000,-3966895000,-60666000,
VRTX,2014,235307000,580415000,-734875000,-738555000,1546511000,2334679000,32012000,368254000,319862000,1238496000,-4705450000,-573112000,
VRTX,2015,241312000,1032336000,-557800000,-556334000,1407153000,2498587000,86841000,506167000,266786000,1404959000,-5261784000,-365432000,
VRTX,2016,244685000,1702177000,-67366000,-112052000,1831540000,2896787000,19426000,492537000,34976000,1558596000,-5373836000,236103000,
VRTX,2017,248858000,2488652000,-15689000,263484000,2648963000,3546014000,22531000,807260000,20496000,1503708000,-5119723000,844942000,
VRTX,2018,254292000,3047597000,600241000,2096896000,3843109000,6245898000,9817000,1120292000,19658000,1810695000,-2989478000,1270286000,
VRX,2009,158236000,820430000,174955000,176455000,342886000,2059290000,12110000,249152000,313975000,704918000,-245974000,360897000,-147146000
VRX,2010,195808000,1181237000,-236263000,-208193000,1020166000,10795117000,116900000,692456000,3478377000,5884021000,-934511000,263191000,-356291000
VRX,2011,304655000,2427450000,-18000000,159559000,1357506000,13108119000,111250000,924272000,6539761000,9178289000,-2030292000,640473000,
VRX,2012,305400000,3480400000,-394200000,-116000000,2777451000,17950379000,480182000,1822752000,10535443000,14232981000,-2370976000,656600000,
VRX,2013,321000000,5769600000,-1314400000,-866100000,3885900000,27970800000,204800000,2512500000,17162900000,22737500000,-3278500000,1042000000,
VRX,2014,335400000,8206000000,1054000000,881000000,4131700000,26304700000,900000,2708400000,15228000000,20903000000,-2397800000,2312000000,
VRX,2015,342700000,10447000000,-155000000,-292000000,5507000000,48965000000,823000000,5313000000,30265000000,42936000000,-2750000000,2257000000,
VRX,2016,347300000,9674000000,-2435000000,-2409000000,5077000000,43529000000,1000000,3609000000,29845000000,40271000000,-5129000000,2087000000,
VRX,2017,350200000,8724000000,-1741000000,2404000000,4746000000,37497000000,209000000,4268000000,25235000000,31553000000,-2725000000,2290000000,
VRX,2018,351300000,8380000000,-4154000000,-4148000000,4211000000,32492000000,228000000,4134000000,24077000000,29677000000,-5664000000,1501000000,
VSAT,2018,59942000,2068258000,-110481000,-67623000,887172000,3915287000,19937000,485480000,1392903000,1999209000,245585000,327551000,
VSLR,2013,75000000,6170000,-56347000,5638000,12584000,297707000,1275000,57141000,43898000,143821000,3034000,-20873000,
VSLR,2014,83446000,25258000,-172989000,-28883000,281066000,1064324000,3502000,94892000,111176000,322761000,-25849000,-135918000,
VSLR,2015,106088000,64182000,-243528000,13080000,113558000,1609070000,5489000,116470000,425905000,830277000,-12769000,-187531000,
VSLR,2016,108190000,135167000,-235104000,17986000,167212000,2126356000,11415000,133690000,756204000,1329846000,5217000,-165690000,
VSLR,2017,113132000,268028000,-148863000,209098000,184763000,2463929000,17751000,167600000,927563000,1480419000,213107000,-33854000,
VSLR,2018,117565000,290321000,-173264000,-15592000,278256000,2327255000,14076000,166430000,1203787000,1845471000,-279631000,-45655000,
VSM,2015,108700000,1009300000,222900000,184100000,295000000,887400000,0,89600000,0,146700000,741500000,274400000,0
VSM,2016,108700000,970100000,278700000,212000000,468000000,1043800000,5800000,104300000,980300000,1019900000,0,253400000,0
VSM,2017,108700000,1126900000,252700000,193000000,606900000,1246800000,5800000,158000000,977000000,1222200000,-105200000,262500000,-10900000
